Code Postal,Prix (€),Surface (m2),Prix du m2,Nbr de Pieces
92330,203000,28.27,7181,1
92110,139000,21.2,6557,2
92270,233000,31.29,7127,2
92190,295000,52.15,5413,2
92110,280000,44.0,6364,3
92170,160000,24.0,6667,1
92120,99900,11.5,8687,1
92200,107000,10.55,9573,1
92370,255000,45.73,5576,2
92310,170000,25.0,6800,1
92700,126000,20.86,5753,1
92350,259000,44.44,5828,2
92140,274900,79.26,3280,5
92290,249000,53.66,4454,2
92500,271000,54.33,4988,3
92400,300000,41.0,6969,2
92110,280000,39.0,7179,2
92330,152000,15.26,9961,1
92400,295000,41.83,7052,2
92120,234000,48.0,4583,2
92600,215000,31.87,6432,1
92140,261000,63.81,4090,4
92140,270000,29.77,9070,1
92290,164000,22.0,7045,1
92160,289000,42.28,6835,2
92140,243000,30.0,8100,1
92800,199000,26.6,7481,1
92100,240000,24.31,9461,2
92220,274000,59.0,4644,4
92270,229000,44.0,5000,2
92340,295000,70.0,4071,4
92320,299000,53.0,5642,3
92110,240000,26.0,9231,2
92220,229000,41.0,5585,3
92350,275000,43.0,6395,2
92240,284000,54.56,5205,3
92220,275000,44.23,6217,2
92120,235000,48.5,4536,2
92170,280000,28.0,9643,1
92270,299900,53.0,5658,2
92210,250000,28.0,8929,1
92380,232000,30.0,7450,1
92360,215000,56.0,3839,3
92300,220000,19.17,10900,1
92600,145400,24.7,5887,1
92110,285000,43.0,6285,3
92120,289000,41.94,6891,2
92340,90000,14.0,5964,1
92800,288000,40.0,6900,3
92360,179350,56.0,3036,3
92240,165000,20.0,8250,2
92340,299000,60.03,4981,3
92150,205000,30.0,6500,1
92200,194000,12.9,1500,1
92260,264000,58.0,4397,3
92320,282500,54.61,5173,3
92240,85000,9.86,8114,1
92240,165000,20.26,7651,2
92170,268000,35.0,7286,1
92120,229000,17.5,13100,1
92190,139000,21.0,6619,1
92600,107100,1078 € de rente mensuelle,Rente : 1 078 €/mois,Âge de la crédirentière : 74
92160,264000,84.5,3124,5
92200,79000,10.0,7900,1
92500,297000,36.33,8175,1
92380,295000,50.93,5792,3
92350,289000,66.0,4379,3
92170,202000,21.04,9221,1
92240,85000,12.0,7083,1
92240,165000,20.0,8250,1
92120,50000,6.2,6613,1
92320,280000,41.0,6630,2
92250,147600,2978 € de rente mensuelle,Rente : 2 978 €/mois,Âge de la crédirentière : 84
92160,199000,48.0,3986,2
92170,109095,10.0,10500,1
92700,294000,61.0,4590,3
92410,71500,10.84,6596,1
92800,176000,19.0,9263,1
92800,191000,21.0,9095,1
92360,263000,70.14,3750,4
92220,240000,43.07,5572,2
92310,279000,52.0,5212,2
92190,82000,15.0,4933,1
92250,276000,39.32,6689,3
92350,299000,77.0,3752,4
92140,258000,32.31,7985,1
92130,249700,33.0,7567,1
92190,260000,53.0,4906,2
92190,295000,47.0,6277,2
92130,265000,37.32,6699,1
92320,255000,52.38,4625,2
92250,199000,22.0,9045,1
92270,90000,14.0,6429,1
92270,227000,28.55,7496,2
92600,173000,18.0,9611,1
92240,284000,54.56,5205,2
92170,285000,39.32,7037,2
92260,133000,18.5,6649,1
92110,265000,31.0,8548,1
92210,220500,37.31,5629,1
92250,200000,22.65,8389,1
92130,280000,36.0,7778,2
92290,159900,23.35,6848,1
92300,80000,7.91,8850,1
92110,75000,11.0,6818,1
92270,299900,51.0,5686,2
92130,250000,29.0,8621,2
92390,283000,60.0,4717,3
92300,225000,24.0,9375,2
92160,252000,67.35,3563,4
92150,275000,27.0,10200,1
92100,157500,16.18,9271,1
92100,266000,27.0,9481,2
92170,299000,39.15,7637,2
92350,247000,54.55,4528,3
92500,282000,28.0,10100,1
92170,105700,18.94,5581,1
92600,178000,34.0,5235,2
92210,295000,41.87,6775,1
92270,252000,40.0,6300,2
92160,212000,42.01,5046,2
92160,259000,60.0,4155,3
92130,159900,17.0,8824,1
92360,235000,62.0,3790,3
92150,267120,38.2,6597,2
92150,275600,40.0,6500,2
92600,220000,26.0,8462,1
92150,242500,31.0,7419,2
92170,190000,26.41,6906,1
92120,272000,44.0,6182,2
92110,100000,11.0,8555,1
92400,292000,39.0,7179,2
92120,299000,32.0,9344,2
92150,235000,29.0,8103,1
92120,204900,20.74,9879,1
92270,215000,38.0,5658,2
92300,255000,21.0,12100,1
92240,150000,21.0,6667,1
92800,65000,9.0,7222,1
92160,279000,62.79,4443,3
92500,295000,59.23,4727,3
92160,95000,19.0,4605,1
92340,108000,17.0,6353,1
92290,205000,44.0,4432,2
92370,225000,31.0,7097,2
92330,260000,52.0,4769,3
92220,199000,24.26,8203,1
92150,124900,900 € de rente mensuelle,Rente : 900 €/mois,Âge de la crédirentière : 77
92260,260000,52.0,4769,3
92700,231000,44.0,5000,2
92110,221000,31.0,7129,2
92350,99000,17.0,5529,1
92100,189000,19.02,9937,1
92800,266000,33.0,8061,2
92210,152000,19.64,7128,1
92700,225000,38.0,5658,2
92160,259000,64.0,3875,3
92220,135000,18.33,7365,1
92270,250000,33.17,7537,1
92220,287000,42.74,6715,2
92350,280000,36.0,7778,2
92250,260000,41.0,6341,2
92110,47000,9.0,5222,1
92160,260000,74.0,3514,4
92370,189000,23.2,7759,1
92110,145000,26.0,5577,2
92500,100000,33.0,2848,1
92120,270000,33.0,8182,2
92270,259000,34.4,7529,1
92170,244000,29.13,8376,1
92100,263000,51.0,4804,2
92600,225000,26.0,8654,1
92260,290000,70.0,3929,4
92110,195000,28.0,6964,2
92420,249000,54.0,4611,2
92120,260000,36.0,7222,2
92120,239500,21.44,11200,2
92220,287000,42.0,6833,2
92150,195000,25.0,7400,2
92240,240000,32.76,7018,2
92270,265000,37.0,7162,1
92600,295000,63.0,4505,4
92320,249000,28.14,8849,1
92250,299000,41.0,7037,2
92120,270000,33.0,8182,2
92380,265000,52.46,4766,3
92800,214000,29.0,7379,2
92000,200000,31.0,6452,2
92160,295000,46.0,6413,3
92150,199250,27.0,6852,1
92210,246000,32.02,7683,1
92220,237000,2 pièces,7683,1 chambre
92400,198000,21.0,8905,1
92150,145000,17.0,8529,1
92290,261 640 à 278 520 €,44.35,8529,2
92150,199000,24.0,7875,2
92240,260000,47.0,5106,2
92800,266000,33.0,8061,2
92700,147000,19.0,7316,1
92600,290000,2 pièces,7316,1
92320,249000,30.16,7958,2
92120,220000,30.0,7333,2
92220,136700,19.0,7195,1
92700,185500,25.0,7180,1
92700,300000,42.12,7123,2
92600,285000,46.15,6176,2
92500,257000,30.0,8567,1
92800,277500,25.0,11100,1
92120,299000,30.0,9967,1
92700,289000,38.0,7605,2
92500,295000,37.0,7973,1
92250,285000,30.0,9500,1
92500,230000,26.0,8846,1
92350,294000,40.0,7350,2
92600,269500,21.6,12500,1
92800,277500,25.0,11100,1
92600,238000,30.0,7933,1
