,Nom,Prix,Mise_en_circulation,Première Main,Kilometrage,Carburant,Boîte de vitesse,Puissance fiscale,Puissance_din
8841,Citroën C4 Nouvelle,23299.0,04/04/2022,0.0,20100.0,Diesel,Boîte manuelle,6.0,110.0
8842,Mercedes GLA,29099.0,31/08/2018,0.0,42222.0,Diesel,Boîte automatique,7.0,136.0
8843,Volkswagen Golf 8,27499.0,28/08/2020,0.0,10313.0,Diesel,Boîte manuelle,6.0,115.0
8844,Renault Arkana,33299.0,13/10/2022,1.0,0.0,Hybride essence,Boîte automatique,,5.0
8845,BMW X1,30299.0,04/10/2018,0.0,55754.0,Diesel,Boîte automatique,10.0,190.0
8846,Ford Kuga,26999.0,17/10/2019,0.0,84687.0,Bio éthanol / Essence,Boîte automatique 6 rapports,10.0,150.0
8847,DS DS7 Crossback,31399.0,26/02/2019,0.0,91416.0,Essence,Boîte automatique,10.0,180.0
8848,Ford Focus,28699.0,24/03/2022,0.0,9843.0,Diesel,Boîte automatique,6.0,120.0
8849,Renault Arkana,34999.0,25/08/2022,1.0,0.0,Hybride essence,Boîte automatique 7 rapports,8.0,160.0
8850,Mini Countryman,27699.0,10/08/2019,0.0,56562.0,Essence,Boîte automatique 7 rapports,7.0,136.0
8851,Citroën GRAND C4 SPACETOURER,27999.0,20/11/2019,0.0,12509.0,Diesel,Boîte manuelle,6.0,130.0
8852,Seat Arona,25519.0,08/09/2021,0.0,4299.0,,,6.0,110.0
8853,Opel Mokka,29670.0,18/02/2022,0.0,10.0,Essence,Boîte automatique,7.0,130.0
8854,Opel Crossland,23467.0,30/03/2022,0.0,17926.0,,,7.0,131.0
8855,Hyundai Tucson,29418.0,14/06/2021,0.0,10575.0,Essence,Boîte manuelle,,7.0
8856,Peugeot 508,30999.0,29/05/2019,0.0,8820.0,Essence,Boîte automatique 8 rapports,13.0,225.0
8857,Tesla MODEL 3,37499.0,04/06/2021,0.0,17518.0,448 km,Électrique,,7.0
8858,Volkswagen T-Cross,30004.0,14/03/2022,0.0,9950.0,,,6.0,110.0
8859,Seat Leon,29199.0,25/05/2021,0.0,12798.0,Diesel,Boîte automatique,8.0,150.0
8860,Nissan Leaf Nouvelle,24999.0,21/01/2020,0.0,61125.0,385 km,Électrique,,4.0
8861,Mercedes Classe B,32999.0,21/05/2019,0.0,24990.0,Essence,Boîte automatique 7 rapports,9.0,163.0
8862,Skoda Octavia,28699.0,15/09/2021,0.0,17944.0,Essence,Boîte manuelle,,7.0
8863,Kia Xceed,29199.0,01/09/2021,0.0,32239.0,Micro-hybride diesel,Boîte automatique,,7.0
8864,Citroën C5 X,46799.0,28/07/2022,1.0,0.0,Hybride essence rechargeable,Boîte automatique 8 rapports,18.0,225.0
8865,Jeep Compass,33351.0,01/12/2021,0.0,6641.0,Diesel,Boîte manuelle,7.0,130.0
8866,Skoda Karoq,34031.0,08/11/2021,0.0,19077.0,Essence,Boîte automatique,,7.0
8867,Renault Mégane 4,32999.0,01/04/2022,1.0,0.0,Hybride essence rechargeable,Boîte automatique 6 rapports,5.0,90.0
8868,Alfa Romeo Stelvio,36099.0,03/04/2019,0.0,50000.0,Diesel,Boîte automatique,12.0,210.0
8869,Audi Q3 Nouveau,41699.0,01/12/2022,1.0,0.0,Micro-hybride essence,Boîte automatique 7 rapports,8.0,150.0
8870,Audi A5 Sportback,44499.0,02/08/2021,0.0,12010.0,Essence,Boîte automatique 7 rapports,7.0,150.0
8871,Cupra Formentor,39966.0,03/05/2022,0.0,10.0,,,8.0,150.0
8872,Citroën C5 X,47099.0,31/05/2022,1.0,0.0,Hybride essence rechargeable,Boîte automatique 8 rapports,10.0,181.0
8873,Renault MASTER FOURGON,39999.0,08/11/2022,1.0,0.0,Diesel,Boîte manuelle 6 rapports,8.0,150.0
8874,Mercedes GLC,45399.0,15/01/2018,0.0,40959.0,Hybride essence,Boîte automatique,10.0,211.0
8875,BMW Série 3,41999.0,20/03/2020,0.0,35930.0,Hybride essence rechargeable,Boîte automatique 8 rapports,10.0,184.0
8876,Audi Q2,44399.0,20/10/2022,1.0,0.0,Diesel,Boîte automatique 7 rapports,8.0,150.0
8877,Volvo XC60,51363.0,12/08/2021,0.0,35527.0,Micro-hybride diesel,Boîte automatique,,11.0
8878,Audi Q3 Sportback,54599.0,25/03/2021,0.0,20000.0,Hybride essence rechargeable,Boîte automatique,,8.0
8879,Audi Q5,59399.0,29/09/2022,1.0,0.0,Micro-hybride diesel,Boîte automatique 7 rapports,11.0,204.0
8880,Fiat Tipo,16499.0,31/07/2020,0.0,37529.0,Diesel,Boîte automatique 6 rapports,6.0,120.0
8881,Seat Ibiza,14499.0,26/12/2019,0.0,21695.0,Essence,Boîte manuelle 5 rapports,4.0,80.0
8882,Seat Ateca,18299.0,02/07/2019,0.0,93301.0,Diesel,Boîte manuelle 6 rapports,6.0,115.0
8883,Ford Ecosport,19999.0,28/03/2019,0.0,9625.0,Essence,Boîte manuelle 6 rapports,6.0,125.0
8884,Kia Ceed,19999.0,25/06/2020,0.0,28147.0,,,,7.0
8885,Audi Q3,31999.0,21/12/2018,0.0,39942.0,Essence,Boîte automatique 7 rapports,8.0,150.0
8886,Peugeot 508 SW,35599.0,31/03/2021,0.0,34021.0,Diesel,Boîte automatique,,7.0
8887,Peugeot 208,12299.0,15/01/2016,0.0,97219.0,Essence,Boîte manuelle 5 rapports,5.0,110.0
8888,Peugeot 3008,20999.0,15/07/2019,0.0,85659.0,Essence,Boîte manuelle 6 rapports,7.0,130.0
8889,Peugeot 2008,13799.0,03/05/2016,0.0,65856.0,Diesel,Boîte manuelle 5 rapports,5.0,100.0
8890,Dacia Duster,23999.0,01/11/2022,1.0,0.0,Essence,Boîte manuelle 6 rapports,8.0,150.0
8891,Renault Clio 4,13999.0,04/04/2017,0.0,20472.0,Essence,Boîte manuelle 5 rapports,5.0,90.0
8892,Peugeot 308,17499.0,25/06/2018,0.0,48130.0,Essence,Boîte manuelle 6 rapports,6.0,110.0
8893,Dacia Sandero,15299.0,09/11/2020,0.0,10235.0,Essence,Boîte manuelle 5 rapports,5.0,100.0
8894,Citroën C3,13999.0,12/04/2019,0.0,49720.0,Essence,Boîte manuelle 5 rapports,4.0,82.0
8895,Volkswagen Polo,13999.0,24/03/2014,0.0,33246.0,Diesel,Boîte automatique 7 rapports,5.0,90.0
8896,Renault Twingo 3,12499.0,08/06/2020,0.0,19765.0,Essence,Boîte manuelle 5 rapports,4.0,75.0
8897,Nissan Qashqai,20299.0,19/12/2019,0.0,85397.0,Diesel,Boîte manuelle 6 rapports,8.0,150.0
8898,Fiat 500,10999.0,27/02/2017,0.0,59538.0,Essence,Boîte manuelle 5 rapports,4.0,69.0
8899,Renault Zoé,10999.0,28/01/2016,0.0,35074.0,188 km,Électrique,,1.0
8900,Citroën C4 Cactus,16499.0,28/02/2019,0.0,62833.0,Essence,Boîte manuelle 6 rapports,5.0,110.0
8901,Renault Kadjar,17999.0,17/05/2018,0.0,58994.0,Diesel,Boîte manuelle 6 rapports,7.0,130.0
8902,Citroën C3 Nouvelle,14199.0,14/06/2021,0.0,24296.0,Essence,Boîte manuelle 5 rapports,4.0,83.0
8903,Audi A3 Sportback,22963.0,15/02/2019,0.0,41119.0,Essence,Boîte automatique,,6.0
8904,Renault Clio 5,19499.0,12/01/2023,1.0,0.0,Essence,Boîte manuelle 6 rapports,5.0,91.0
8905,Toyota Yaris,14299.0,29/11/2018,0.0,62965.0,Essence,Boîte manuelle 6 rapports,6.0,111.0
8906,Peugeot 208 Nouvelle,25399.0,05/09/2022,1.0,0.0,Diesel,Boîte manuelle 6 rapports,5.0,100.0
8907,Volkswagen Golf 7,18799.0,14/08/2018,0.0,94663.0,Essence,Boîte manuelle 6 rapports,6.0,125.0
8908,Citroën C3 Aircross,17999.0,25/06/2020,0.0,33185.0,Essence,Boîte manuelle 6 rapports,6.0,110.0
8909,Citroën C1,11399.0,29/03/2019,0.0,34007.0,Essence,Boîte manuelle 5 rapports,4.0,72.0
8910,Peugeot 308 SW,15999.0,09/04/2019,0.0,73873.0,Diesel,Boîte manuelle 6 rapports,6.0,130.0
8911,Ford Fiesta,14399.0,29/08/2016,0.0,15850.0,Essence,Boîte manuelle 5 rapports,5.0,100.0
8912,Peugeot 108,12199.0,29/12/2020,0.0,19600.0,Essence,Boîte manuelle,,4.0
8913,Peugeot 2008 Nouveau,22599.0,19/04/2021,0.0,38767.0,Diesel,Boîte manuelle 6 rapports,5.0,110.0
8914,Citroën C5 Aircross,29899.0,29/07/2022,1.0,0.0,Diesel,Boîte manuelle 6 rapports,7.0,131.0
8915,Nissan Juke,17799.0,25/01/2019,0.0,28925.0,Essence,Boîte manuelle 6 rapports,6.0,115.0
8916,Opel Corsa,21799.0,30/08/2020,0.0,18870.0,Essence,Boîte automatique,,7.0
8917,Peugeot 5008,27999.0,28/03/2019,0.0,63261.0,Diesel,Boîte automatique 8 rapports,6.0,130.0
8918,Citroën C4,16999.0,18/01/2016,0.0,9877.0,Essence,Boîte manuelle 6 rapports,6.0,130.0
8919,Toyota C-HR,24799.0,05/04/2019,0.0,24335.0,Hybride essence,Boîte automatique 1 rapport,4.0,98.0
8920,Peugeot 308 Nouvelle,31199.0,29/07/2022,1.0,0.0,Diesel,Boîte manuelle 6 rapports,7.0,130.0
8921,Mini Mini,18499.0,11/08/2016,0.0,90204.0,Diesel,Boîte automatique 6 rapports,9.0,170.0
8922,Citroën Berlingo,26599.0,04/03/2021,0.0,37701.0,Diesel,Boîte manuelle,6.0,102.0
8923,Audi A3 Sportback,23999.0,06/04/2016,0.0,19509.0,Essence,Boîte automatique 7 rapports,8.0,150.0
8924,DS DS3,15499.0,09/05/2017,0.0,51905.0,Essence,Boîte manuelle 5 rapports,5.0,110.0
8925,Skoda Fabia,15899.0,07/08/2020,0.0,15829.0,Essence,Boîte manuelle,,4.0
8926,Volkswagen Tiguan,24499.0,14/11/2016,0.0,87847.0,Essence,Boîte automatique 7 rapports,11.0,180.0
8927,BMW Série 1,31799.0,17/05/2022,0.0,7820.0,Essence,Boîte automatique 7 rapports,7.0,136.0
8928,Renault Captur Nouveau,25599.0,01/12/2022,1.0,0.0,Micro-hybride essence,Boîte manuelle 6 rapports,7.0,140.0
8929,Volkswagen T-Roc,27287.0,08/04/2021,0.0,65154.0,,,8.0,150.0
8930,Opel Corsa Nouvelle,19499.0,30/05/2022,0.0,396.0,Essence,Boîte manuelle 6 rapports,5.0,100.0
8931,Mercedes Classe A,32099.0,21/05/2019,0.0,48170.0,Diesel,Boîte automatique,7.0,150.0
8932,Citroën C3 Aircross Nouveau,19499.0,08/06/2022,0.0,9792.0,Essence,Boîte manuelle 6 rapports,6.0,110.0
8933,Jeep Renegade,27599.0,18/03/2022,0.0,724.0,Essence,Boîte manuelle 6 rapports,6.0,120.0
8934,Kia Sportage,23499.0,27/11/2018,0.0,20037.0,Diesel,Boîte automatique 7 rapports,7.0,136.0
8935,Renault Arkana,33299.0,13/10/2022,1.0,0.0,Hybride essence,Boîte automatique,,5.0
8936,Citroën C4 Nouvelle,23799.0,23/02/2022,0.0,16360.0,Essence,Boîte manuelle 6 rapports,7.0,131.0
8937,Volkswagen Golf 8,27099.0,30/04/2021,0.0,21060.0,Essence,Boîte manuelle,7.0,150.0
8938,Ford PUMA,22999.0,30/12/2020,0.0,15737.0,Essence,Boîte automatique 7 rapports,6.0,125.0
8939,Peugeot 508,31099.0,25/06/2019,0.0,29971.0,Diesel,Boîte automatique,,9.0
8940,DS DS7 CROSSBACK,32699.0,05/04/2019,0.0,42121.0,Diesel,Boîte automatique 8 rapports,9.0,180.0
8941,Ford Kuga,27499.0,31/12/2019,0.0,46292.0,Bio éthanol / Essence,Boîte manuelle 6 rapports,9.0,150.0
8942,Citroën GRAND C4 SPACETOURER,27999.0,11/09/2021,0.0,25550.0,Diesel,Boîte manuelle 6 rapports,7.0,130.0
8943,Opel Mokka,30288.0,23/02/2022,0.0,10.0,Essence,Boîte automatique,7.0,130.0
8944,Mini Countryman,30099.0,01/02/2018,0.0,60411.0,Hybride essence rechargeable,Boîte automatique,6.0,136.0
8945,BMW X1,36399.0,02/01/2021,0.0,24579.0,Diesel,Boîte automatique,8.0,150.0
8946,Seat Leon,27999.0,10/11/2022,1.0,0.0,Essence,Boîte manuelle 6 rapports,8.0,150.0
8947,Volkswagen Golf,29499.0,31/01/2021,0.0,26045.0,Diesel,Boîte automatique,,8.0
8948,Kia Xceed,30099.0,31/08/2021,0.0,24400.0,Micro-hybride diesel,Boîte automatique,,7.0
8949,Hyundai Tucson,30599.0,22/09/2021,0.0,12933.0,Diesel,Boîte manuelle,,5.0
8950,Tesla MODEL 3,38999.0,10/03/2022,0.0,12513.0,491 km,Électrique,,7.0
8951,Skoda KAMIQ,29299.0,09/06/2021,0.0,11855.0,Essence,Boîte automatique 7 rapports,8.0,150.0
8952,Seat Arona,30199.0,25/07/2022,1.0,0.0,Essence,Boîte automatique 7 rapports,8.0,150.0
8953,Jeep Compass,34015.0,28/02/2022,0.0,20615.0,Diesel,Boîte manuelle,7.0,131.0
8954,Skoda Karoq,34699.0,01/12/2022,1.0,0.0,Essence,Boîte automatique 7 rapports,8.0,150.0
8955,Citroën C5 X,46699.0,29/06/2022,1.0,0.0,Hybride essence rechargeable,Boîte automatique 8 rapports,10.0,181.0
8956,Renault MASTER FOURGON,40099.0,17/11/2022,1.0,0.0,Diesel,Boîte manuelle 6 rapports,8.0,180.0
8957,Alfa Romeo Stelvio,43099.0,18/03/2019,0.0,69408.0,Essence,Boîte automatique,18.0,280.0
8958,BMW Série 3,47099.0,25/09/2019,0.0,15261.0,Hybride essence rechargeable,Boîte automatique,8.0,184.0
8959,Volvo XC60,51935.0,25/06/2021,0.0,18285.0,,,11.0,197.0
8960,Audi Q3 Sportback,56399.0,30/11/2022,1.0,0.0,Diesel,Boîte automatique 7 rapports,8.0,150.0
8961,Mercedes GLC,59558.0,25/08/2022,0.0,10989.0,Diesel,Boîte automatique,9.0,163.0
8962,Renault Mégane 4,10999.0,24/02/2016,0.0,118051.0,Essence,Boîte manuelle 6 rapports,5.0,100.0
8963,Nissan Micra,10499.0,18/11/2016,0.0,70583.0,Essence,Boîte manuelle 5 rapports,4.0,80.0
8964,Renault Scénic 4,15999.0,22/03/2018,0.0,99778.0,Diesel,Boîte manuelle 6 rapports,7.0,130.0
8965,Audi Q2,20299.0,15/12/2017,0.0,73243.0,Diesel,Boîte manuelle 6 rapports,6.0,116.0
8966,Fiat Tipo,19499.0,29/06/2021,0.0,3296.0,Essence,Boîte manuelle,5.0,100.0
8967,Volkswagen T-CROSS,21399.0,05/05/2022,0.0,3719.0,Essence,Boîte manuelle 5 rapports,5.0,95.0
8968,Seat Ateca,21499.0,31/01/2020,0.0,35039.0,Essence,Boîte manuelle 6 rapports,6.0,116.0
8969,Kia Ceed,31999.0,03/12/2021,0.0,9384.0,,,5.0,141.0
8970,Cupra Formentor,34548.0,25/03/2022,0.0,5932.0,Essence,Boîte automatique,8.0,150.0
8971,Peugeot 208,11999.0,26/10/2017,0.0,82062.0,Diesel,Boîte manuelle 5 rapports,4.0,75.0
8972,Peugeot 3008,20999.0,30/01/2017,0.0,72766.0,Essence,Boîte manuelle 6 rapports,7.0,130.0
8973,Peugeot 2008,12999.0,15/02/2016,0.0,68833.0,Essence,Boîte manuelle 5 rapports,4.0,82.0
8974,Dacia Duster,22199.0,15/11/2022,1.0,0.0,Essence,Boîte manuelle 6 rapports,7.0,90.0
8975,Renault Clio 4,12999.0,18/01/2017,0.0,100090.0,Diesel,Boîte manuelle 6 rapports,5.0,110.0
8976,Peugeot 308,18499.0,04/01/2019,0.0,82323.0,Essence,Boîte automatique 8 rapports,7.0,130.0
8977,Dacia Sandero,14699.0,31/12/2019,0.0,8176.0,Essence,Boîte manuelle 5 rapports,5.0,90.0
8978,Citroën C3,13999.0,25/04/2019,0.0,43942.0,Essence,Boîte manuelle 5 rapports,4.0,82.0
8979,Renault Captur,14999.0,13/02/2019,0.0,62150.0,Diesel,Boîte manuelle 5 rapports,5.0,90.0
8980,Renault Twingo 3,12499.0,23/09/2019,0.0,46916.0,Essence,Boîte manuelle 5 rapports,4.0,75.0
8981,Nissan Qashqai,20299.0,27/08/2019,0.0,55134.0,Diesel,Boîte manuelle 6 rapports,6.0,115.0
8982,Volkswagen Polo,16799.0,30/07/2019,0.0,26086.0,Essence,Boîte manuelle 5 rapports,5.0,95.0
8983,Fiat 500,11999.0,27/04/2017,0.0,37001.0,Essence,Boîte manuelle 5 rapports,4.0,69.0
8984,Renault Zoé,10499.0,28/07/2016,0.0,71071.0,188 km,Électrique,,1.0
8985,Citroën C4 Cactus,16999.0,28/11/2019,0.0,35555.0,Essence,Boîte manuelle 6 rapports,5.0,110.0
8986,Citroën C3 Nouvelle,14199.0,16/06/2021,0.0,25990.0,Essence,Boîte manuelle 5 rapports,4.0,83.0
8987,Renault Kadjar,18999.0,29/08/2019,0.0,19343.0,Essence,Boîte manuelle,,
8988,Renault Clio 5,15899.0,03/12/2019,0.0,22735.0,Essence,Boîte manuelle 5 rapports,5.0,100.0
8989,Toyota Yaris,13999.0,06/06/2017,0.0,48375.0,Essence,Boîte manuelle 6 rapports,6.0,111.0
8990,Volkswagen Golf 7,18499.0,08/07/2019,0.0,75602.0,Essence,Boîte manuelle 6 rapports,6.0,115.0
8991,Citroën C3 Aircross,17999.0,17/02/2020,0.0,46031.0,Essence,Boîte manuelle 6 rapports,6.0,110.0
8992,Peugeot 308 SW,16299.0,27/11/2018,0.0,61748.0,Essence,Boîte manuelle 6 rapports,6.0,110.0
8993,Citroën C1,12499.0,25/02/2021,0.0,10003.0,Essence,Boîte manuelle 5 rapports,4.0,72.0
8994,Ford Fiesta,13499.0,22/01/2019,0.0,38214.0,Essence,Boîte manuelle 5 rapports,4.0,70.0
8995,Peugeot 108,13699.0,07/12/2020,0.0,3047.0,Essence,Boîte manuelle 5 rapports,4.0,72.0
8996,Peugeot 2008 Nouveau,26699.0,31/07/2020,0.0,47741.0,Essence,Boîte automatique 8 rapports,8.0,155.0
8997,Fiat 500X,16499.0,31/07/2020,0.0,33152.0,Essence,Boîte manuelle 6 rapports,6.0,120.0
8998,Citroën C5 Aircross,36399.0,03/08/2022,1.0,0.0,Diesel,Boîte automatique 8 rapports,7.0,131.0
8999,Toyota C-HR,26499.0,14/04/2021,0.0,37055.0,Hybride essence,Boîte automatique 1 rapport,5.0,98.0
9000,Nissan Juke,20299.0,25/05/2020,0.0,18525.0,Essence,Boîte manuelle 6 rapports,6.0,117.0
9001,Opel Corsa,25999.0,28/02/2022,0.0,6347.0,,,,4.0
9002,Volkswagen T-Roc,27287.0,08/04/2021,0.0,65154.0,,,8.0,150.0
9003,Peugeot 5008,30499.0,08/03/2019,0.0,75295.0,Essence,Boîte automatique 8 rapports,10.0,180.0
9004,Mini Mini,19799.0,17/03/2017,0.0,53340.0,Essence,Boîte manuelle 6 rapports,11.0,192.0
9005,Peugeot 308 Nouvelle,31199.0,29/07/2022,1.0,0.0,Diesel,Boîte manuelle 6 rapports,7.0,130.0
9006,Audi A3 Sportback,24532.0,18/07/2019,0.0,32530.0,Essence,Boîte manuelle,8.0,150.0
9007,DS DS 3,15999.0,30/05/2018,0.0,68973.0,Essence,Boîte manuelle 6 rapports,6.0,130.0
9008,Skoda Fabia,15899.0,05/02/2020,0.0,22601.0,Essence,Boîte manuelle,,4.0
9009,Volkswagen Tiguan,23999.0,09/11/2017,0.0,122704.0,Diesel,Boîte automatique 7 rapports,8.0,150.0
9010,Renault Captur Nouveau,26199.0,01/12/2022,1.0,0.0,Micro-hybride essence,Boîte manuelle 6 rapports,7.0,140.0
9011,Volkswagen T-Roc,27499.0,10/03/2021,0.0,35017.0,Essence,Boîte automatique 7 rapports,8.0,150.0
9012,Mercedes CLASSE A,32663.0,27/05/2021,0.0,42117.0,Diesel,Boîte automatique,6.0,116.0
9013,Citroën C3 Aircross Nouveau,18999.0,22/03/2022,0.0,11351.0,Essence,Boîte manuelle 6 rapports,6.0,110.0
9014,Volkswagen GOLF,26399.0,10/09/2021,0.0,19107.0,Essence,Boîte manuelle,8.0,150.0
9015,DS DS3 CROSSBACK,28499.0,10/02/2020,0.0,15457.0,Essence,Boîte automatique 8 rapports,8.0,155.0
9016,Kia Sportage,24999.0,17/06/2020,0.0,24844.0,Diesel,Boîte automatique 7 rapports,7.0,136.0
9017,Jeep Renegade,28499.0,12/04/2022,0.0,2862.0,Essence,Boîte automatique 6 rapports,8.0,150.0
9018,Citroën C4 Nouvelle,23799.0,23/02/2022,0.0,15869.0,Essence,Boîte manuelle 6 rapports,7.0,131.0
9019,Ford PUMA,24999.0,20/12/2021,0.0,17705.0,Micro-hybride essence,Boîte automatique 7 rapports,8.0,155.0
9020,DS DS7 CROSSBACK,32999.0,30/10/2018,0.0,45193.0,Essence,Boîte automatique 8 rapports,13.0,225.0
9021,Volkswagen Golf 8,28299.0,04/02/2021,0.0,37321.0,Micro-hybride essence,Boîte automatique,6.0,110.0
9022,Citroën GRAND C4 SPACETOURER,27999.0,19/05/2022,0.0,4758.0,Diesel,Boîte manuelle 6 rapports,7.0,130.0
9023,BMW X1,38584.0,16/06/2022,0.0,8700.0,Essence,Boîte automatique,7.0,136.0
9024,Ford Kuga,30499.0,03/11/2021,0.0,15688.0,Diesel,Boîte automatique 8 rapports,6.0,120.0
9025,Opel Mokka,26899.0,04/10/2022,1.0,0.0,Diesel,Boîte manuelle 6 rapports,6.0,110.0
9026,Peugeot 508,30999.0,30/07/2021,0.0,14163.0,Essence,Boîte automatique 8 rapports,7.0,130.0
9027,Seat Leon,28499.0,10/11/2022,1.0,0.0,Essence,Boîte manuelle 6 rapports,8.0,150.0
9028,Kia Xceed,30099.0,01/09/2021,0.0,24639.0,Micro-hybride diesel,Boîte automatique,,7.0
9029,Citroën Berlingo,31399.0,13/10/2022,1.0,0.0,Diesel,Boîte manuelle 6 rapports,7.0,130.0
9030,Jeep Compass,35208.0,20/01/2022,0.0,10.0,Essence,Boîte automatique,8.0,150.0
9031,Mercedes Classe B,33499.0,16/06/2021,0.0,17381.0,Diesel,Boîte automatique,8.0,150.0
9032,Tesla MODEL 3,40999.0,26/12/2019,0.0,55779.0,560 km,Électrique,,11.0
9033,Skoda Octavia,29499.0,17/05/2021,0.0,24495.0,Diesel,Boîte automatique,,5.0
9034,Nissan Leaf Nouvelle,26499.0,22/01/2020,0.0,43218.0,385 km,Électrique,,4.0
9035,Volkswagen Golf,29099.0,02/09/2022,1.0,0.0,Essence,Boîte manuelle 6 rapports,6.0,110.0
9036,Renault MASTER FOURGON,40599.0,07/07/2022,1.0,0.0,Diesel,Boîte manuelle 6 rapports,8.0,180.0
9037,Citroën C5 X,41499.0,29/04/2022,0.0,5634.0,Hybride essence rechargeable,Boîte automatique 8 rapports,10.0,181.0
9038,Volvo XC60,57580.0,05/05/2021,0.0,20706.0,,,13.0,235.0
9039,Alfa Romeo Stelvio,61849.0,30/04/2018,0.0,47381.0,Essence,Boîte automatique,41.0,510.0
9040,Mercedes GLC,66080.0,28/06/2022,0.0,12676.0,Diesel,Boîte automatique,,10.0
9041,Renault Mégane 4,12999.0,26/04/2017,0.0,112715.0,Essence,Boîte manuelle 6 rapports,5.0,100.0
9042,BMW Série 1,14999.0,29/09/2015,0.0,106800.0,Diesel,Boîte manuelle 6 rapports,5.0,116.0
9043,Ford Focus,11499.0,06/02/2015,0.0,113760.0,Diesel,Boîte manuelle 6 rapports,6.0,120.0
9044,Nissan Micra,13499.0,24/12/2018,0.0,23303.0,Essence,Boîte manuelle 5 rapports,5.0,90.0
9045,Opel Corsa Nouvelle,12899.0,31/03/2021,0.0,24095.0,Essence,Boîte manuelle 5 rapports,4.0,75.0
9046,Seat Arona,17999.0,05/06/2018,0.0,58925.0,Essence,Boîte manuelle 6 rapports,8.0,150.0
9047,Peugeot 208,11999.0,15/10/2018,0.0,85625.0,Essence,Boîte manuelle 5 rapports,4.0,82.0
9048,Citroën C3,14099.0,30/10/2018,0.0,30948.0,Essence,Boîte manuelle,,4.0
9049,Peugeot 3008,20399.0,08/01/2019,0.0,92616.0,Essence,Boîte manuelle,7.0,130.0
9050,Peugeot 2008,13999.0,25/01/2017,0.0,45775.0,Essence,Boîte manuelle 5 rapports,4.0,82.0
9051,Renault Clio 4,13299.0,17/04/2019,0.0,55360.0,Diesel,Boîte manuelle 5 rapports,5.0,90.0
9052,Peugeot 308,18299.0,08/08/2019,0.0,23628.0,Essence,Boîte manuelle 6 rapports,6.0,110.0
9053,Dacia Duster,27099.0,12/10/2022,1.0,0.0,Diesel,Boîte manuelle 6 rapports,6.0,115.0
9054,Dacia Sandero,16199.0,19/07/2021,0.0,17374.0,Essence,Boîte manuelle 6 rapports,5.0,92.0
9055,Renault Captur,15999.0,23/08/2019,0.0,23085.0,Essence,Boîte manuelle 5 rapports,5.0,90.0
9056,Nissan Qashqai,19999.0,10/05/2019,0.0,73621.0,Diesel,Boîte manuelle 6 rapports,7.0,130.0
9057,Renault Twingo 3,13699.0,13/09/2019,0.0,42071.0,Essence,Boîte manuelle 5 rapports,5.0,95.0
9058,Volkswagen Polo,17399.0,25/03/2019,0.0,36600.0,Essence,Boîte manuelle 5 rapports,5.0,95.0
9059,Fiat 500,11299.0,29/07/2016,0.0,60455.0,Essence,Boîte manuelle 5 rapports,4.0,69.0
9060,Citroën C4 Cactus,16999.0,05/08/2019,0.0,46233.0,Essence,Boîte manuelle 6 rapports,7.0,130.0
9061,Citroën C3 Nouvelle,14199.0,15/06/2021,0.0,24342.0,Essence,Boîte manuelle 5 rapports,4.0,83.0
9062,Renault Zoé,13299.0,29/04/2019,0.0,23717.0,317 km,Électrique,,1.0
9063,Renault Clio 5,19799.0,12/01/2023,1.0,0.0,Essence,Boîte manuelle 6 rapports,5.0,91.0
9064,Renault Kadjar,19499.0,21/08/2019,0.0,33730.0,Essence,Boîte manuelle 6 rapports,7.0,140.0
9065,Volkswagen Tiguan,24186.0,10/12/2018,0.0,31541.0,Essence,Boîte manuelle,,8.0
9066,Peugeot 208 Nouvelle,18999.0,27/01/2020,0.0,41400.0,Essence,Boîte manuelle 6 rapports,5.0,100.0
9067,Volkswagen Golf 7,18999.0,22/02/2018,0.0,55032.0,Essence,Boîte manuelle 6 rapports,6.0,125.0
9068,Citroën C3 Aircross,17999.0,24/02/2020,0.0,31105.0,Essence,Boîte manuelle 6 rapports,6.0,110.0
9069,Peugeot 308 SW,15999.0,20/09/2017,0.0,137131.0,Diesel,Boîte automatique 8 rapports,9.0,180.0
9070,Ford Fiesta,13999.0,14/03/2019,0.0,53513.0,Essence,Boîte manuelle 6 rapports,5.0,100.0
9071,Citroën C1,13499.0,27/05/2021,0.0,23772.0,Essence,Boîte manuelle,4.0,72.0
9072,Peugeot 108,12999.0,23/03/2021,0.0,13199.0,Essence,Boîte manuelle 5 rapports,4.0,72.0
9073,Mini Mini,20899.0,06/07/2018,0.0,29900.0,Essence,Boîte manuelle,6.0,102.0
9074,Peugeot 2008 Nouveau,23799.0,28/10/2021,0.0,13085.0,Diesel,Boîte manuelle 6 rapports,6.0,110.0
9075,Fiat 500X,16299.0,16/08/2018,0.0,56261.0,Diesel,Boîte manuelle 6 rapports,6.0,120.0
9076,Citroën C5 Aircross,32999.0,27/12/2022,1.0,0.0,Diesel,Boîte automatique 8 rapports,7.0,131.0
9077,Toyota C-HR,26499.0,25/06/2019,0.0,8144.0,Hybride essence,Boîte automatique 1 rapport,4.0,98.0
9078,Skoda Fabia,16699.0,19/11/2019,0.0,24140.0,Essence,Boîte manuelle,,4.0
9079,Nissan Juke,22599.0,30/09/2020,0.0,19911.0,Essence,Boîte automatique,,5.0
