,Nom,Prix,Mise_en_circulation,Première Main,Kilometrage,Carburant,Boîte de vitesse,Puissance fiscale,Puissance_din
4564,Mercedes GLC Coupé,59999.0,18/11/2021,0.0,44508.0,Hybride diesel rechargeable,Boîte automatique 9 rapports,11.0,194.0
4565,Audi Q5 SPORTBACK,57599.0,29/07/2022,1.0,0.0,,,9.0,163.0
4566,Tesla MODEL X,65499.0,19/04/2017,0.0,53155.0,,,,9.0
4567,Suzuki Swift,15499.0,18/10/2021,0.0,7781.0,Micro-hybride essence,Boîte manuelle,4.0,83.0
4568,BMW X5,67999.0,24/12/2019,0.0,115033.0,Hybride essence rechargeable,Boîte automatique 8 rapports,15.0,286.0
4569,Citroën Grand C4 Picasso,22399.0,29/12/2017,0.0,53506.0,Diesel,Boîte automatique,6.0,120.0
4570,Mitsubishi Outlander,23999.0,20/11/2017,0.0,90212.0,Hybride essence rechargeable,Boîte automatique 5 rapports,5.0,120.0
4571,Volkswagen Golf 7 SW,18999.0,01/06/2020,0.0,22445.0,,,5.0,113.0
4572,Peugeot 208,11499.0,25/04/2018,0.0,43405.0,Essence,Boîte manuelle 5 rapports,4.0,68.0
4573,Peugeot 3008,14499.0,24/06/2016,0.0,82888.0,Diesel,Boîte manuelle 6 rapports,6.0,120.0
4574,Lexus NX,37399.0,14/10/2020,0.0,22079.0,Hybride essence,Boîte automatique 1 rapport,8.0,155.0
4575,Dacia Duster,24199.0,13/10/2022,1.0,0.0,Essence,Boîte manuelle 6 rapports,7.0,130.0
4576,Peugeot 2008,11999.0,30/07/2013,0.0,84910.0,Diesel,Boîte manuelle 6 rapports,6.0,115.0
4577,Peugeot 308,14299.0,17/06/2015,0.0,63021.0,Essence,Boîte manuelle 5 rapports,5.0,110.0
4578,Renault Clio 4,11699.0,20/10/2015,0.0,88112.0,Diesel,Boîte manuelle 5 rapports,4.0,90.0
4579,Dacia Sandero,10999.0,11/04/2018,0.0,52865.0,Diesel,Boîte manuelle 5 rapports,4.0,75.0
4580,Citroën C3,9499.0,22/04/2013,0.0,74892.0,Essence,Boîte manuelle 5 rapports,4.0,68.0
4581,Renault Captur,13999.0,28/03/2017,0.0,58198.0,Diesel,Boîte manuelle 5 rapports,4.0,90.0
4582,Renault Twingo 3,9499.0,26/12/2017,0.0,72582.0,Essence,Boîte manuelle 5 rapports,4.0,70.0
4583,Nissan Qashqai,18999.0,09/01/2017,0.0,71328.0,Diesel,Boîte automatique 1 rapport,7.0,130.0
4584,Fiat 500,9999.0,16/06/2014,0.0,69458.0,Essence,Boîte manuelle 5 rapports,4.0,69.0
4585,Renault Mégane 4,13499.0,26/04/2017,0.0,112715.0,Essence,Boîte manuelle 6 rapports,5.0,100.0
4586,Renault Clio 5,18999.0,01/11/2022,1.0,0.0,Essence,Boîte manuelle 6 rapports,5.0,91.0
4587,Ford PUMA,25999.0,01/11/2022,1.0,0.0,Micro-hybride essence,Boîte automatique 7 rapports,6.0,125.0
4588,Renault Zoé,9999.0,31/05/2016,0.0,55022.0,188 km,Électrique,,1.0
4589,Volkswagen Golf 7,17299.0,27/08/2015,0.0,82701.0,Essence,Boîte automatique 7 rapports,7.0,150.0
4590,Renault Kadjar,16299.0,13/06/2018,0.0,77653.0,Essence,Boîte manuelle 6 rapports,7.0,130.0
4591,Peugeot 5008,24799.0,25/09/2017,0.0,77683.0,Diesel,Boîte manuelle 6 rapports,8.0,150.0
4592,Fiat Panda,9999.0,22/06/2017,0.0,26165.0,Essence,Boîte manuelle 5 rapports,4.0,69.0
4593,Citroën C4,15299.0,01/02/2018,0.0,34529.0,Essence,Boîte manuelle 5 rapports,6.0,110.0
4594,Citroën Berlingo,19599.0,29/05/2017,0.0,50083.0,Diesel,Boîte manuelle 6 rapports,6.0,120.0
4595,Renault Scenic 3,12499.0,23/09/2015,0.0,84411.0,Essence,Boîte manuelle 6 rapports,7.0,132.0
4596,Jeep Renegade,21499.0,28/01/2020,0.0,31324.0,Essence,Boîte manuelle 6 rapports,7.0,120.0
4597,Renault Scénic 4,17899.0,29/03/2018,0.0,92375.0,Essence,Boîte manuelle 6 rapports,7.0,140.0
4598,Peugeot 308 Nouvelle,26199.0,31/10/2022,1.0,0.0,Diesel,Boîte manuelle 6 rapports,7.0,130.0
4599,Smart FORTWO,14999.0,28/09/2018,0.0,35291.0,Essence,Boîte automatique 6 rapports,4.0,70.0
4600,Fiat 500C,19699.0,16/08/2022,1.0,0.0,Micro-hybride essence,Boîte manuelle 6 rapports,4.0,70.0
4601,Toyota Auris,15999.0,20/08/2013,0.0,73810.0,Hybride essence,Boîte automatique 1 rapport,5.0,98.0
4602,Ford Ecosport,15999.0,14/12/2018,0.0,58960.0,Essence,Boîte manuelle 6 rapports,7.0,125.0
4603,Audi A1 Sportback,26199.0,01/06/2021,0.0,12630.0,Essence,Boîte manuelle,5.0,108.0
4604,Opel Crossland X,15999.0,21/07/2017,0.0,57620.0,Essence,Boîte manuelle,7.0,130.0
4605,Kia Stonic,16999.0,10/12/2019,0.0,37687.0,Essence,Boîte manuelle 5 rapports,5.0,100.0
4606,Audi Q2,22499.0,22/03/2017,0.0,105752.0,Diesel,Boîte automatique 7 rapports,8.0,150.0
4607,Ford Kuga,19499.0,07/08/2017,0.0,83920.0,Diesel,Boîte manuelle 6 rapports,8.0,150.0
4608,Renault Mégane 4 Estate,20499.0,06/04/2020,0.0,73646.0,Essence,Boîte manuelle 6 rapports,6.0,115.0
4609,Mini Countryman,17999.0,18/10/2016,0.0,65248.0,Bio éthanol / Essence,Boîte manuelle 6 rapports,7.0,122.0
4610,Ford C-Max,13499.0,14/04/2017,0.0,107963.0,Diesel,Boîte manuelle 6 rapports,6.0,120.0
4611,Seat Ibiza,16499.0,18/07/2020,0.0,37876.0,,,5.0,95.0
4612,Volkswagen TAIGO,27299.0,01/09/2022,1.0,0.0,Essence,Boîte automatique 7 rapports,6.0,110.0
4613,Renault Talisman,16499.0,27/03/2017,0.0,85189.0,Diesel,Boîte manuelle 6 rapports,6.0,130.0
4614,Opel Mokka X,16499.0,16/05/2018,0.0,47479.0,Essence,Boîte manuelle 6 rapports,8.0,140.0
4615,Mercedes Classe B,19499.0,08/11/2016,0.0,102045.0,Diesel,Boîte automatique 7 rapports,7.0,136.0
4616,Mercedes GLA,26999.0,09/01/2019,0.0,40264.0,Essence,Boîte automatique 7 rapports,7.0,122.0
4617,Hyundai Tucson,19499.0,08/11/2017,0.0,81107.0,Diesel,Boîte automatique 7 rapports,7.0,141.0
4618,Kia Sportage,21999.0,02/07/2020,0.0,24742.0,Diesel,Boîte manuelle,6.0,115.0
4619,Volkswagen Golf 8,24299.0,21/09/2020,0.0,24317.0,Essence,Boîte manuelle 6 rapports,7.0,130.0
4620,Volkswagen Golf Sportsvan,16799.0,17/07/2018,0.0,22455.0,,,5.0,85.0
4621,Citroën C4 Nouvelle,23399.0,28/02/2022,0.0,30985.0,Essence,Boîte automatique 8 rapports,7.0,131.0
4622,Smart FORFOUR,15999.0,12/12/2016,0.0,8117.0,Essence,Boîte automatique 6 rapports,4.0,90.0
4623,DS DS3 Crossback,26699.0,28/09/2021,0.0,22677.0,Diesel,Boîte manuelle,6.0,110.0
4624,DS DS7 CROSSBACK,30888.0,28/10/2020,0.0,35915.0,Essence,Boîte automatique 8 rapports,10.0,180.0
4625,BMW Série 2 Active Tourer,20999.0,27/06/2018,0.0,87728.0,Essence,Boîte automatique 7 rapports,7.0,140.0
4626,Seat Ateca,21999.0,30/07/2018,0.0,108306.0,Diesel,Boîte manuelle 6 rapports,8.0,150.0
4627,Nissan Leaf,18499.0,21/08/2019,0.0,94005.0,270 km,Électrique,,4.0
4628,Skoda Kamiq,19899.0,10/06/2020,0.0,22808.0,Essence,Boîte manuelle,,4.0
4629,Dacia SPRING,19299.0,28/10/2021,0.0,9541.0,,,,2.0
4630,Volkswagen T-Cross,22699.0,01/10/2020,0.0,9200.0,,,5.0,113.0
4631,Fiat Fiorino,18199.0,25/07/2022,1.0,0.0,,,5.0,95.0
4632,Citroën GRAND C4 SPACETOURER,23199.0,11/10/2019,0.0,41850.0,Essence,Boîte manuelle 6 rapports,7.0,130.0
4633,Opel Grandland X,21999.0,22/05/2020,0.0,24321.0,Diesel,Boîte manuelle 6 rapports,7.0,130.0
4634,Mini Clubman,23099.0,23/12/2019,0.0,51141.0,Diesel,Boîte automatique,8.0,150.0
4635,Kia Soul,17999.0,28/08/2018,0.0,52520.0,195 km,Électrique,,1.0
4636,Abarth 595,20776.0,19/07/2018,0.0,38869.0,Essence,Boîte manuelle,8.0,160.0
4637,Seat Leon,22999.0,24/06/2019,0.0,38732.0,Essence,Boîte automatique 7 rapports,7.0,150.0
4638,Mercedes CLA Shooting Brake,22499.0,26/02/2019,0.0,93750.0,Diesel,Boîte automatique 7 rapports,7.0,136.0
4639,Skoda Fabia Combi,20452.0,11/04/2022,0.0,27287.0,,,,4.0
4640,Toyota YARIS HYBRIDE,24999.0,02/09/2022,1.0,0.0,Hybride essence,Boîte automatique 1 rapport,5.0,92.0
4641,Toyota RAV4,25999.0,19/05/2016,0.0,90475.0,Hybride essence,Boîte automatique 1 rapport,8.0,155.0
4642,Skoda Scala,20599.0,10/12/2021,0.0,25009.0,Essence,Boîte manuelle,,5.0
4643,Lexus CT,20499.0,30/11/2017,0.0,66745.0,Hybride essence,Boîte automatique 1 rapport,5.0,99.0
4644,Peugeot 508,27999.0,25/11/2019,0.0,37516.0,Essence,Boîte automatique 8 rapports,9.0,180.0
4645,Opel Crossland,20699.0,31/05/2021,0.0,42547.0,,,6.0,120.0
4646,Kia Ceed,21691.0,15/09/2021,0.0,27855.0,,,8.0,160.0
4647,VW Golf,25199.0,02/10/2020,0.0,14228.0,Essence,Boîte manuelle,,6.0
4648,Renault Kadjar Nouveau,20499.0,05/08/2019,0.0,47793.0,Diesel,Boîte automatique 7 rapports,6.0,115.0
4649,Renault Arkana,33899.0,01/04/2022,1.0,0.0,Micro-hybride essence,Boîte automatique 7 rapports,7.0,140.0
4650,Peugeot 508 SW,27499.0,24/08/2020,0.0,50184.0,Essence,Boîte automatique 8 rapports,10.0,180.0
4651,Volkswagen T-Cross Nouveau,24999.0,12/11/2021,0.0,13020.0,Essence,Boîte automatique 7 rapports,6.0,110.0
4652,VW Passat,24946.0,25/02/2020,0.0,19700.0,,,,7.0
4653,Hyundai Ioniq,25999.0,14/05/2020,0.0,22577.0,294 km,Électrique,,1.0
4654,Mazda CX-5,25999.0,26/04/2019,0.0,54913.0,Essence,Boîte manuelle 6 rapports,9.0,165.0
4655,Audi Q3,32499.0,21/12/2018,0.0,39942.0,Essence,Boîte automatique 7 rapports,8.0,150.0
4656,Tesla MODEL 3,39499.0,31/08/2021,0.0,19727.0,448 km,Électrique,,7.0
4657,Audi A4 Avant,29099.0,15/03/2017,0.0,88884.0,Diesel,Boîte automatique,12.0,218.0
4658,Audi A4,26699.0,25/03/2016,0.0,82900.0,Diesel,Boîte automatique 7 rapports,12.0,218.0
4659,Skoda Octavia,25299.0,07/10/2020,0.0,19390.0,Essence,Boîte manuelle,,7.0
4660,Alfa Romeo Stelvio,27099.0,22/07/2019,0.0,105498.0,Diesel,Boîte automatique,10.0,190.0
4661,Renault Talisman Estate,27999.0,08/07/2020,0.0,34111.0,Diesel,Boîte automatique 6 rapports,11.0,200.0
4662,BMW Série 3,29999.0,28/02/2018,0.0,42800.0,Diesel,Boîte automatique 8 rapports,10.0,190.0
4663,Ford Mondeo SW,26499.0,22/10/2019,0.0,42883.0,,,9.0,187.0
4664,Peugeot 308 SW Nouvelle,29199.0,30/09/2022,1.0,0.0,Essence,Boîte manuelle 6 rapports,7.0,130.0
4665,Kia Niro,32999.0,14/01/2021,0.0,28564.0,455 km,Électrique,,3.0
4666,Renault Koleos,29999.0,20/01/2021,0.0,25865.0,Essence,Boîte automatique 7 rapports,8.0,160.0
4667,Ford Focus SW,28959.0,04/11/2021,0.0,14074.0,Essence,Boîte automatique,8.0,150.0
4668,Mercedes Classe A Nouvelle,27599.0,03/06/2019,0.0,73537.0,Diesel,Boîte automatique 7 rapports,6.0,116.0
4669,Suzuki VITARA,28699.0,31/10/2022,1.0,0.0,Micro-hybride essence,Boîte automatique 6 rapports,5.0,102.0
4670,Alfa Romeo Giulia,29499.0,07/03/2018,0.0,64770.0,Diesel,Boîte automatique 8 rapports,11.0,210.0
4671,Skoda Karoq,33104.0,10/03/2022,0.0,9633.0,Essence,Boîte automatique,,7.0
4672,Volkswagen Touran,33899.0,01/09/2021,0.0,35875.0,Diesel,Boîte automatique,7.0,147.0
4673,Jeep Compass,32115.0,28/02/2022,0.0,19857.0,Diesel,Boîte manuelle,7.0,131.0
4674,Toyota Corolla,29999.0,02/12/2022,1.0,0.0,Hybride essence,Boîte automatique 1 rapport,5.0,98.0
4675,BMW X3,32299.0,25/10/2018,0.0,51699.0,Diesel,Boîte automatique 8 rapports,7.0,150.0
4676,Volkswagen Golf 8 SW,28699.0,01/07/2021,0.0,25770.0,,,7.0,147.0
4677,Land Rover Range Rover Evoque,35599.0,28/01/2019,0.0,40725.0,Diesel,Boîte automatique,,8.0
4678,Skoda Kodiaq,32999.0,27/06/2018,0.0,69159.0,Diesel,Boîte automatique 7 rapports,11.0,190.0
4679,Audi A5 Sportback,32099.0,09/04/2018,0.0,74985.0,Diesel,Boîte automatique,7.0,150.0
4680,Mercedes GLC,34999.0,09/02/2018,0.0,84109.0,Diesel,Boîte automatique 9 rapports,11.0,204.0
4681,Peugeot 3008 Nouveau,37499.0,24/06/2021,0.0,7350.0,Hybride essence rechargeable,Boîte automatique 8 rapports,10.0,180.0
4682,Audi Q3 Nouveau,33999.0,25/06/2019,0.0,36070.0,Diesel,Boîte automatique 7 rapports,8.0,150.0
4683,Audi A1 Citycarver,33199.0,27/12/2021,0.0,10147.0,,,,8.0
4684,Cupra Formentor,34948.0,24/03/2022,0.0,5426.0,,,8.0,150.0
4685,Citroën C5 X,46199.0,21/06/2022,1.0,0.0,Hybride essence rechargeable,Boîte automatique 8 rapports,10.0,181.0
4686,BMW X2,36599.0,03/07/2019,0.0,48842.0,,,10.0,190.0
4687,Audi A3 Sportback Nouvelle,37599.0,01/12/2022,1.0,0.0,Micro-hybride essence,Boîte automatique 7 rapports,8.0,150.0
4688,Mitsubishi Eclipse Cross,35199.0,28/02/2022,0.0,21279.0,,,5.0,98.0
4689,Renault MASTER FOURGON,38599.0,26/08/2022,1.0,0.0,Diesel,Boîte manuelle 6 rapports,8.0,150.0
4690,Mercedes Classe A,38399.0,01/10/2022,1.0,0.0,Diesel,Boîte automatique 8 rapports,6.0,116.0
4691,BMW Série 5 Touring,37999.0,27/05/2020,0.0,51054.0,Diesel,Boîte automatique 8 rapports,10.0,190.0
4692,Audi A3,41988.0,24/03/2022,0.0,10.0,Essence,Boîte automatique,8.0,150.0
4693,Volkswagen T-ROC NOUVEAU,38899.0,31/08/2022,1.0,0.0,,,8.0,150.0
4694,Volkswagen T-Roc Cabriolet,38499.0,15/09/2022,1.0,0.0,,,8.0,150.0
4695,Audi Q3 Sportback,41499.0,01/07/2021,0.0,7030.0,Essence,Boîte manuelle,7.0,147.0
4696,Mercedes Classe C Break,39999.0,14/01/2021,0.0,28854.0,,,,8.0
4697,Seat Tarraco,43499.0,01/01/2022,0.0,9300.0,,,7.0,147.0
4698,Hyundai Tucson Nouveau,44499.0,22/09/2021,0.0,18845.0,Hybride essence rechargeable,Boîte automatique 6 rapports,10.0,180.0
4699,Skoda Superb,42331.0,03/11/2021,0.0,10015.0,Diesel,Boîte automatique,,10.0
4700,Volvo XC60,48995.0,29/09/2021,0.0,2000.0,,,11.0,197.0
4701,Toyota RAV 4 Nouveau,44599.0,03/01/2023,1.0,0.0,Hybride essence,Boîte automatique 1 rapport,,9.0
4702,Volkswagen Arteon,47099.0,01/01/2021,0.0,20475.0,Diesel,Boîte automatique,10.0,197.0
4703,Audi Q5,54999.0,23/12/2021,0.0,6129.0,Micro-hybride diesel,Boîte automatique 7 rapports,11.0,204.0
4704,Audi Q5 SPORTBACK,58199.0,29/09/2022,1.0,0.0,,,9.0,163.0
4705,Renault Clio 4 Société,9999.0,25/10/2017,0.0,50945.0,,,4.0,75.0
4706,DS DS9,52899.0,09/05/2022,0.0,114.0,,,13.0,225.0
4707,Dacia Lodgy,18599.0,12/03/2020,0.0,45462.0,Essence,Boîte manuelle 6 rapports,7.0,130.0
4708,Audi Q5 SPORTBACK,59199.0,03/08/2022,1.0,0.0,,,9.0,163.0
4709,Volkswagen Tiguan Allspace,31499.0,02/07/2018,0.0,71143.0,Diesel,Boîte automatique 7 rapports,8.0,150.0
4710,Renault Espace 5,25690.0,16/05/2018,0.0,52657.0,,,8.0,160.0
4711,DS DS4,37999.0,16/04/2022,0.0,70.0,Essence,Boîte automatique,7.0,130.0
4712,BMW Série 2 Gran Coupé,43199.0,22/11/2021,0.0,13256.0,,,,9.0
4713,Peugeot 208,11999.0,13/06/2019,0.0,81744.0,Diesel,Boîte manuelle 5 rapports,5.0,102.0
4714,Peugeot 3008,15299.0,26/06/2015,0.0,48748.0,Diesel,Boîte manuelle 6 rapports,6.0,120.0
4715,Dacia Duster,25499.0,01/11/2022,1.0,0.0,Essence,Boîte manuelle 6 rapports,8.0,150.0
4716,Peugeot 2008,12299.0,31/03/2016,0.0,106928.0,Diesel,Boîte manuelle 5 rapports,5.0,100.0
4717,Peugeot 308,13699.0,31/10/2014,0.0,114194.0,Essence,Boîte manuelle 6 rapports,7.0,130.0
4718,Renault Clio 4,10499.0,28/05/2014,0.0,121987.0,Diesel,Boîte manuelle 5 rapports,4.0,90.0
4719,Dacia Sandero,10799.0,15/01/2015,0.0,99115.0,Diesel,Boîte manuelle 5 rapports,5.0,90.0
4720,Citroën C3,10999.0,31/10/2017,0.0,120105.0,Essence,Boîte manuelle 5 rapports,4.0,82.0
4721,Renault Captur,14799.0,27/09/2019,0.0,57887.0,Essence,Boîte manuelle 5 rapports,5.0,90.0
4722,Renault Twingo 3,10999.0,30/09/2016,0.0,30549.0,Essence,Boîte manuelle 5 rapports,4.0,90.0
4723,Volkswagen Polo,11499.0,20/06/2016,0.0,94585.0,Essence,Boîte manuelle 5 rapports,4.0,75.0
4724,Renault Mégane 4,13999.0,30/11/2016,0.0,116024.0,Diesel,Boîte manuelle 6 rapports,5.0,110.0
4725,Nissan Qashqai,18999.0,23/08/2018,0.0,62562.0,Essence,Boîte manuelle 6 rapports,6.0,115.0
4726,Fiat 500,10299.0,31/03/2015,0.0,70118.0,Essence,Boîte manuelle 5 rapports,4.0,69.0
4727,Citroën C4 Cactus,14499.0,04/05/2015,0.0,34727.0,Essence,Boîte manuelle 5 rapports,5.0,110.0
4728,Renault Clio 5,19199.0,01/12/2022,1.0,0.0,Essence,Boîte manuelle 6 rapports,5.0,91.0
4729,Toyota Yaris,13499.0,09/10/2019,0.0,21645.0,Essence,Boîte manuelle 5 rapports,4.0,72.0
4730,,,,0.0,21645.0,,,,
4731,Renault Scénic 4,18499.0,12/05/2017,0.0,46549.0,Essence,Boîte manuelle 6 rapports,7.0,130.0
4732,Renault Scenic 3,13699.0,13/09/2016,0.0,51696.0,Diesel,Boîte manuelle 6 rapports,6.0,110.0
4733,Jeep Renegade,21799.0,31/10/2018,0.0,49520.0,Essence,Boîte automatique 6 rapports,8.0,149.0
4734,Fiat 500C,16499.0,10/05/2019,0.0,17610.0,Essence,Boîte automatique 5 rapports,4.0,69.0
4735,Mercedes Classe A,30999.0,19/06/2020,0.0,58129.0,Diesel,Boîte automatique,6.0,116.0
4736,Toyota Auris,17999.0,28/12/2018,0.0,90941.0,Hybride essence,Boîte automatique 1 rapport,5.0,98.0
4737,Peugeot 308 Nouvelle,27699.0,30/11/2022,1.0,0.0,Essence,Boîte manuelle 6 rapports,7.0,130.0
4738,Opel Crossland X,17499.0,29/12/2020,0.0,17835.0,Essence,Boîte manuelle 6 rapports,6.0,110.0
4739,Ford Ecosport,17499.0,30/07/2018,0.0,30795.0,Essence,Boîte manuelle 6 rapports,6.0,125.0
4740,Kia Stonic,17699.0,01/09/2021,0.0,11959.0,Essence,Boîte manuelle 6 rapports,5.0,100.0
4741,Ford C-Max,13999.0,24/03/2017,0.0,97013.0,Essence,Boîte manuelle 6 rapports,6.0,125.0
4742,Renault Mégane 4 Estate,21490.0,04/03/2020,0.0,54619.0,Essence,Boîte manuelle 6 rapports,6.0,115.0
4743,Seat Ibiza,16599.0,12/05/2020,0.0,22230.0,Essence,Boîte manuelle,5.0,90.0
4744,Opel Mokka X,16299.0,26/02/2019,0.0,70339.0,Diesel,Boîte manuelle 6 rapports,7.0,136.0
4745,Ford Kuga,20999.0,31/08/2018,0.0,46312.0,Diesel,Boîte manuelle 6 rapports,8.0,150.0
4746,Volkswagen TAIGO,27699.0,15/08/2022,1.0,0.0,Essence,Boîte automatique 7 rapports,6.0,110.0
4747,Ford Focus,21799.0,26/10/2020,0.0,19316.0,Essence,Boîte automatique,6.0,125.0
4748,Mini Countryman,18999.0,21/11/2017,0.0,82503.0,Diesel,Boîte manuelle 6 rapports,8.0,150.0
4749,Mercedes Classe B,19999.0,05/12/2018,0.0,62047.0,Diesel,Boîte manuelle 6 rapports,7.0,136.0
4750,BMW X1,25199.0,13/03/2019,0.0,86481.0,Diesel,Boîte automatique,8.0,150.0
4751,Hyundai Tucson,18999.0,06/05/2016,0.0,58230.0,Diesel,Boîte manuelle 6 rapports,6.0,115.0
4752,BMW X1,25599.0,10/03/2017,0.0,39565.0,Diesel,Boîte automatique 8 rapports,8.0,150.0
4753,Volkswagen Golf 8,24999.0,01/08/2021,0.0,31535.0,Essence,Boîte manuelle,7.0,147.0
4754,Seat Arona,17999.0,05/06/2018,0.0,58925.0,Essence,Boîte manuelle 6 rapports,8.0,150.0
4755,Smart FORTWO,19599.0,29/03/2021,0.0,2141.0,125 km,Électrique,,1.0
4756,Mercedes GLA,26099.0,10/01/2018,0.0,91103.0,Diesel,Boîte manuelle,7.0,136.0
4757,Renault Talisman,19499.0,20/12/2017,0.0,67612.0,Essence,Boîte automatique 7 rapports,8.0,150.0
4758,Audi Q2,25999.0,08/12/2017,0.0,95978.0,Diesel,Boîte automatique 7 rapports,10.0,190.0
4759,DS DS3 CROSSBACK,26999.0,29/06/2020,0.0,21135.0,Essence,Boîte automatique 8 rapports,6.0,130.0
4760,Citroën C4 Nouvelle,23299.0,04/04/2022,0.0,20100.0,Diesel,Boîte manuelle,6.0,110.0
4761,BMW Série 2 Active Tourer,23299.0,28/07/2016,0.0,85186.0,Hybride essence rechargeable,Boîte automatique 6 rapports,5.0,136.0
4762,Citroën C4 Nouvelle,23199.0,24/03/2021,0.0,18090.0,Essence,Boîte manuelle,6.0,130.0
4763,Seat Ateca,22499.0,30/07/2019,0.0,54315.0,Essence,Boîte manuelle 6 rapports,8.0,150.0
4764,DS DS7 Crossback,30199.0,13/04/2018,0.0,80461.0,Essence,Boîte automatique,13.0,225.0
4765,Skoda Kamiq,21499.0,25/01/2022,0.0,11543.0,Essence,Boîte manuelle,,4.0
4766,Citroën GRAND C4 SPACETOURER,23199.0,02/08/2019,0.0,57526.0,Essence,Boîte manuelle 6 rapports,7.0,130.0
4767,Volkswagen T-CROSS,22499.0,13/12/2021,0.0,6942.0,Essence,Boîte manuelle,6.0,110.0
4768,Audi A1 Sportback,33399.0,01/02/2021,0.0,26690.0,Essence,Boîte automatique,7.0,147.0
4769,Skoda SCALA,20999.0,22/07/2021,0.0,26725.0,Essence,Boîte automatique,,5.0
4770,Seat Leon,22799.0,02/06/2021,0.0,10540.0,Diesel,Boîte manuelle,6.0,116.0
4771,Volkswagen Golf Sportsvan,21999.0,01/11/2019,0.0,19365.0,Essence,Boîte manuelle 6 rapports,6.0,130.0
4772,Nissan Leaf,20399.0,24/02/2018,0.0,61840.0,270 km,Électrique,,4.0
4773,Opel CROSSLAND NOUVEAU,20799.0,29/01/2021,0.0,15254.0,Diesel,Boîte automatique 6 rapports,6.0,120.0
4774,Mini Clubman,25999.0,14/05/2019,0.0,19220.0,Essence,Boîte automatique 7 rapports,7.0,136.0
4775,Lexus CT,21999.0,06/12/2017,0.0,50602.0,Hybride essence,Boîte automatique 1 rapport,5.0,99.0
4776,Toyota Yaris 4 Nouvelle,23499.0,10/12/2020,0.0,10005.0,Hybride essence,Boîte automatique 1 rapport,5.0,92.0
4777,Peugeot 508,28499.0,01/12/2021,0.0,19136.0,Diesel,Boîte automatique 8 rapports,7.0,130.0
4778,Kia Ceed,21691.0,16/09/2021,0.0,38123.0,,,8.0,160.0
4779,Abarth 595,22463.0,05/12/2019,0.0,20694.0,Essence,Boîte manuelle,,8.0
4780,Renault Kadjar Nouveau,20899.0,24/08/2020,0.0,26630.0,Essence,Boîte manuelle 6 rapports,7.0,140.0
4781,VW Golf,25999.0,18/01/2021,0.0,21482.0,Essence,Boîte manuelle,,7.0
4782,Renault Arkana,34999.0,01/06/2022,1.0,0.0,Micro-hybride essence,Boîte automatique 7 rapports,8.0,160.0
4783,Opel Crossland,21699.0,30/08/2022,1.0,0.0,,,6.0,110.0
4784,Hyundai i30,25299.0,24/11/2021,0.0,25388.0,Micro-hybride essence,Boîte automatique,,8.0
4785,Mercedes CLA Shooting Brake,25499.0,16/11/2017,0.0,71719.0,Diesel,Boîte automatique 7 rapports,9.0,177.0
4786,Volkswagen T-Cross Nouveau,25999.0,01/12/2022,1.0,0.0,,,6.0,110.0
4787,Audi Q3,32999.0,20/12/2019,0.0,49333.0,Essence,Boîte automatique 7 rapports,8.0,150.0
4788,Tesla MODEL 3,39499.0,03/03/2021,0.0,16898.0,448 km,Électrique,,7.0
4789,Audi A4 Avant,29599.0,14/05/2018,0.0,48488.0,Diesel,Boîte automatique,10.0,190.0
4790,Skoda Octavia,25699.0,28/07/2021,0.0,22551.0,Diesel,Boîte manuelle,,5.0
4791,BMW Série 3,30499.0,24/12/2019,0.0,55938.0,Essence,Boîte automatique 8 rapports,10.0,184.0
4792,Alfa Romeo Stelvio,27099.0,06/02/2019,0.0,114754.0,Diesel,Boîte automatique,9.0,160.0
4793,Ford Focus SW,28959.0,18/10/2021,0.0,14198.0,Essence,Boîte automatique,8.0,150.0
4794,Kia Niro,31499.0,15/07/2020,0.0,29449.0,455 km,Électrique,,1.0
4795,Mercedes Classe A Nouvelle,27499.0,29/08/2018,0.0,59458.0,Diesel,Boîte automatique 7 rapports,6.0,116.0
4796,Kia Xceed,29199.0,05/09/2021,0.0,29420.0,Micro-hybride diesel,Boîte automatique,,7.0
4797,Peugeot 508 SW,35599.0,31/03/2021,0.0,34021.0,Diesel,Boîte automatique,,7.0
4798,Volkswagen Golf 8 SW,28899.0,01/09/2021,0.0,27500.0,,,7.0,147.0
4799,Jeep Compass,33220.0,24/11/2021,0.0,9150.0,Essence,Boîte automatique,8.0,150.0
4800,Skoda Karoq,34119.0,23/08/2021,0.0,19359.0,Essence,Boîte automatique,,7.0
4801,Peugeot 308 SW Nouvelle,33199.0,29/09/2022,1.0,0.0,Essence,Boîte automatique 8 rapports,7.0,130.0
4802,Volkswagen Touran,36199.0,01/04/2021,0.0,32075.0,Diesel,Boîte automatique,7.0,147.0
4803,Renault Talisman Estate,33319.0,22/10/2021,0.0,10.0,Diesel,Boîte automatique,8.0,160.0
4804,Land Rover Range Rover Evoque,37599.0,30/08/2018,0.0,67420.0,Diesel,Boîte automatique,10.0,180.0
4805,Audi A5 Sportback,33199.0,23/01/2018,0.0,72288.0,Diesel,Boîte automatique,10.0,190.0
4806,Mercedes GLC,35999.0,12/06/2018,0.0,62716.0,Diesel,Boîte automatique 9 rapports,12.0,204.0
4807,Audi Q3 Nouveau,40999.0,01/11/2022,1.0,0.0,Micro-hybride essence,Boîte automatique 7 rapports,8.0,150.0
