Nom,Prix,Mise_en_circulation,Première Main,Kilometrage,Carburant,Boîte de vitesse,Puissance fiscale,Puissance_din
Renault Scénic 4,23099.0,12/12/2019,0,40959,Diesel,Boîte manuelle,8.0,150.0
Citroën C3 Aircross Nouveau,18299.0,14/06/2021,0,31880,Essence,Boîte manuelle 6 rapports,6.0,110.0
Kia Sportage,23099.0,06/02/2020,0,125263,Diesel,Boîte automatique,7.0,136.0
DS DS3 CROSSBACK,28299.0,19/04/2021,0,15856,Essence,Boîte automatique 8 rapports,7.0,130.0
Smart FORTWO,19499.0,22/06/2020,0,11711,118 km,Électrique,,1.0
Ford PUMA,21499.0,31/08/2020,0,58836,Diesel,Boîte manuelle 6 rapports,6.0,120.0
Citroën C4 Nouvelle,23299.0,04/04/2022,0,20100,Diesel,Boîte manuelle,6.0,110.0
Mercedes GLA,29099.0,31/08/2018,0,42222,Diesel,Boîte automatique,7.0,136.0
Volkswagen Golf 8,27499.0,28/08/2020,0,10313,Diesel,Boîte manuelle,6.0,115.0
Renault Arkana,33299.0,13/10/2022,1,0,Hybride essence,Boîte automatique,,5.0
BMW X1,30299.0,04/10/2018,0,55754,Diesel,Boîte automatique,10.0,190.0
Ford Kuga,26999.0,17/10/2019,0,84687,Bio éthanol / Essence,Boîte automatique 6 rapports,10.0,150.0
DS DS7 Crossback,31399.0,26/02/2019,0,91416,Essence,Boîte automatique,10.0,180.0
Ford Focus,28699.0,24/03/2022,0,9843,Diesel,Boîte automatique,6.0,120.0
Renault Arkana,34999.0,25/08/2022,1,0,Hybride essence,Boîte automatique 7 rapports,8.0,160.0
Mini Countryman,27699.0,10/08/2019,0,56562,Essence,Boîte automatique 7 rapports,7.0,136.0
Citroën GRAND C4 SPACETOURER,27999.0,20/11/2019,0,12509,Diesel,Boîte manuelle,6.0,130.0
Seat Arona,25519.0,08/09/2021,0,4299,,,6.0,110.0
Opel Mokka,29670.0,18/02/2022,0,10,Essence,Boîte automatique,7.0,130.0
Opel Crossland,23467.0,30/03/2022,0,17926,,,7.0,131.0
Hyundai Tucson,29418.0,14/06/2021,0,10575,Essence,Boîte manuelle,,7.0
Peugeot 508,30999.0,29/05/2019,0,8820,Essence,Boîte automatique 8 rapports,13.0,225.0
Tesla MODEL 3,37499.0,04/06/2021,0,17518,448 km,Électrique,,7.0
Volkswagen T-Cross,30004.0,14/03/2022,0,9950,,,6.0,110.0
Seat Leon,29199.0,25/05/2021,0,12798,Diesel,Boîte automatique,8.0,150.0
Nissan Leaf Nouvelle,24999.0,21/01/2020,0,61125,385 km,Électrique,,4.0
Mercedes Classe B,32999.0,21/05/2019,0,24990,Essence,Boîte automatique 7 rapports,9.0,163.0
Skoda Octavia,28699.0,15/09/2021,0,17944,Essence,Boîte manuelle,,7.0
Kia Xceed,29199.0,01/09/2021,0,32239,Micro-hybride diesel,Boîte automatique,,7.0
Citroën C5 X,46799.0,28/07/2022,1,0,Hybride essence rechargeable,Boîte automatique 8 rapports,18.0,225.0
Jeep Compass,33351.0,01/12/2021,0,6641,Diesel,Boîte manuelle,7.0,130.0
Skoda Karoq,34031.0,08/11/2021,0,19077,Essence,Boîte automatique,,7.0
Renault Mégane 4,32999.0,01/04/2022,1,0,Hybride essence rechargeable,Boîte automatique 6 rapports,5.0,90.0
Alfa Romeo Stelvio,36099.0,03/04/2019,0,50000,Diesel,Boîte automatique,12.0,210.0
Audi Q3 Nouveau,41699.0,01/12/2022,1,0,Micro-hybride essence,Boîte automatique 7 rapports,8.0,150.0
Audi A5 Sportback,44499.0,02/08/2021,0,12010,Essence,Boîte automatique 7 rapports,7.0,150.0
Cupra Formentor,39966.0,03/05/2022,0,10,,,8.0,150.0
Citroën C5 X,47099.0,31/05/2022,1,0,Hybride essence rechargeable,Boîte automatique 8 rapports,10.0,181.0
Renault MASTER FOURGON,39999.0,08/11/2022,1,0,Diesel,Boîte manuelle 6 rapports,8.0,150.0
Mercedes GLC,45399.0,15/01/2018,0,40959,Hybride essence,Boîte automatique,10.0,211.0
BMW Série 3,41999.0,20/03/2020,0,35930,Hybride essence rechargeable,Boîte automatique 8 rapports,10.0,184.0
Audi Q2,44399.0,20/10/2022,1,0,Diesel,Boîte automatique 7 rapports,8.0,150.0
Volvo XC60,51363.0,12/08/2021,0,35527,Micro-hybride diesel,Boîte automatique,,11.0
Audi Q3 Sportback,54599.0,25/03/2021,0,20000,Hybride essence rechargeable,Boîte automatique,,8.0
Audi Q5,59399.0,29/09/2022,1,0,Micro-hybride diesel,Boîte automatique 7 rapports,11.0,204.0
Fiat Tipo,16499.0,31/07/2020,0,37529,Diesel,Boîte automatique 6 rapports,6.0,120.0
Seat Ibiza,14499.0,26/12/2019,0,21695,Essence,Boîte manuelle 5 rapports,4.0,80.0
Seat Ateca,18299.0,02/07/2019,0,93301,Diesel,Boîte manuelle 6 rapports,6.0,115.0
Ford Ecosport,19999.0,28/03/2019,0,9625,Essence,Boîte manuelle 6 rapports,6.0,125.0
Kia Ceed,19999.0,25/06/2020,0,28147,,,,7.0
Audi Q3,31999.0,21/12/2018,0,39942,Essence,Boîte automatique 7 rapports,8.0,150.0
Peugeot 508 SW,35599.0,31/03/2021,0,34021,Diesel,Boîte automatique,,7.0
Peugeot 208,12299.0,15/01/2016,0,97219,Essence,Boîte manuelle 5 rapports,5.0,110.0
Peugeot 3008,20999.0,15/07/2019,0,85659,Essence,Boîte manuelle 6 rapports,7.0,130.0
Peugeot 2008,13799.0,03/05/2016,0,65856,Diesel,Boîte manuelle 5 rapports,5.0,100.0
Dacia Duster,23999.0,01/11/2022,1,0,Essence,Boîte manuelle 6 rapports,8.0,150.0
Renault Clio 4,13999.0,04/04/2017,0,20472,Essence,Boîte manuelle 5 rapports,5.0,90.0
Peugeot 308,17499.0,25/06/2018,0,48130,Essence,Boîte manuelle 6 rapports,6.0,110.0
Dacia Sandero,15299.0,09/11/2020,0,10235,Essence,Boîte manuelle 5 rapports,5.0,100.0
Citroën C3,13999.0,12/04/2019,0,49720,Essence,Boîte manuelle 5 rapports,4.0,82.0
Volkswagen Polo,13999.0,24/03/2014,0,33246,Diesel,Boîte automatique 7 rapports,5.0,90.0
Renault Twingo 3,12499.0,08/06/2020,0,19765,Essence,Boîte manuelle 5 rapports,4.0,75.0
Nissan Qashqai,20299.0,19/12/2019,0,85397,Diesel,Boîte manuelle 6 rapports,8.0,150.0
Fiat 500,10999.0,27/02/2017,0,59538,Essence,Boîte manuelle 5 rapports,4.0,69.0
Renault Zoé,10999.0,28/01/2016,0,35074,188 km,Électrique,,1.0
Citroën C4 Cactus,16499.0,28/02/2019,0,62833,Essence,Boîte manuelle 6 rapports,5.0,110.0
Renault Kadjar,17999.0,17/05/2018,0,58994,Diesel,Boîte manuelle 6 rapports,7.0,130.0
Citroën C3 Nouvelle,14199.0,14/06/2021,0,24296,Essence,Boîte manuelle 5 rapports,4.0,83.0
Audi A3 Sportback,22963.0,15/02/2019,0,41119,Essence,Boîte automatique,,6.0
Renault Clio 5,19499.0,12/01/2023,1,0,Essence,Boîte manuelle 6 rapports,5.0,91.0
Toyota Yaris,14299.0,29/11/2018,0,62965,Essence,Boîte manuelle 6 rapports,6.0,111.0
Peugeot 208 Nouvelle,25399.0,05/09/2022,1,0,Diesel,Boîte manuelle 6 rapports,5.0,100.0
Volkswagen Golf 7,18799.0,14/08/2018,0,94663,Essence,Boîte manuelle 6 rapports,6.0,125.0
Citroën C3 Aircross,17999.0,25/06/2020,0,33185,Essence,Boîte manuelle 6 rapports,6.0,110.0
Citroën C1,11399.0,29/03/2019,0,34007,Essence,Boîte manuelle 5 rapports,4.0,72.0
Peugeot 308 SW,15999.0,09/04/2019,0,73873,Diesel,Boîte manuelle 6 rapports,6.0,130.0
Ford Fiesta,14399.0,29/08/2016,0,15850,Essence,Boîte manuelle 5 rapports,5.0,100.0
Peugeot 108,12199.0,29/12/2020,0,19600,Essence,Boîte manuelle,,4.0
Peugeot 2008 Nouveau,22599.0,19/04/2021,0,38767,Diesel,Boîte manuelle 6 rapports,5.0,110.0
Citroën C5 Aircross,29899.0,29/07/2022,1,0,Diesel,Boîte manuelle 6 rapports,7.0,131.0
Nissan Juke,17799.0,25/01/2019,0,28925,Essence,Boîte manuelle 6 rapports,6.0,115.0
Opel Corsa,21799.0,30/08/2020,0,18870,Essence,Boîte automatique,,7.0
Peugeot 5008,27999.0,28/03/2019,0,63261,Diesel,Boîte automatique 8 rapports,6.0,130.0
Citroën C4,16999.0,18/01/2016,0,9877,Essence,Boîte manuelle 6 rapports,6.0,130.0
Toyota C-HR,24799.0,05/04/2019,0,24335,Hybride essence,Boîte automatique 1 rapport,4.0,98.0
Peugeot 308 Nouvelle,31199.0,29/07/2022,1,0,Diesel,Boîte manuelle 6 rapports,7.0,130.0
Mini Mini,18499.0,11/08/2016,0,90204,Diesel,Boîte automatique 6 rapports,9.0,170.0
Citroën Berlingo,26599.0,04/03/2021,0,37701,Diesel,Boîte manuelle,6.0,102.0
Audi A3 Sportback,23999.0,06/04/2016,0,19509,Essence,Boîte automatique 7 rapports,8.0,150.0
DS DS3,15499.0,09/05/2017,0,51905,Essence,Boîte manuelle 5 rapports,5.0,110.0
Skoda Fabia,15899.0,07/08/2020,0,15829,Essence,Boîte manuelle,,4.0
Volkswagen Tiguan,24499.0,14/11/2016,0,87847,Essence,Boîte automatique 7 rapports,11.0,180.0
BMW Série 1,31799.0,17/05/2022,0,7820,Essence,Boîte automatique 7 rapports,7.0,136.0
Renault Captur Nouveau,25599.0,01/12/2022,1,0,Micro-hybride essence,Boîte manuelle 6 rapports,7.0,140.0
Volkswagen T-Roc,27287.0,08/04/2021,0,65154,,,8.0,150.0
Opel Corsa Nouvelle,19499.0,30/05/2022,0,396,Essence,Boîte manuelle 6 rapports,5.0,100.0
Mercedes Classe A,32099.0,21/05/2019,0,48170,Diesel,Boîte automatique,7.0,150.0
Citroën C3 Aircross Nouveau,19499.0,08/06/2022,0,9792,Essence,Boîte manuelle 6 rapports,6.0,110.0
Jeep Renegade,27599.0,18/03/2022,0,724,Essence,Boîte manuelle 6 rapports,6.0,120.0
Kia Sportage,23499.0,27/11/2018,0,20037,Diesel,Boîte automatique 7 rapports,7.0,136.0
Renault Arkana,33299.0,13/10/2022,1,0,Hybride essence,Boîte automatique,,5.0
Citroën C4 Nouvelle,23799.0,23/02/2022,0,16360,Essence,Boîte manuelle 6 rapports,7.0,131.0
Volkswagen Golf 8,27099.0,30/04/2021,0,21060,Essence,Boîte manuelle,7.0,150.0
Ford PUMA,22999.0,30/12/2020,0,15737,Essence,Boîte automatique 7 rapports,6.0,125.0
Peugeot 508,31099.0,25/06/2019,0,29971,Diesel,Boîte automatique,,9.0
DS DS7 CROSSBACK,32699.0,05/04/2019,0,42121,Diesel,Boîte automatique 8 rapports,9.0,180.0
Ford Kuga,27499.0,31/12/2019,0,46292,Bio éthanol / Essence,Boîte manuelle 6 rapports,9.0,150.0
Citroën GRAND C4 SPACETOURER,27999.0,11/09/2021,0,25550,Diesel,Boîte manuelle 6 rapports,7.0,130.0
Opel Mokka,30288.0,23/02/2022,0,10,Essence,Boîte automatique,7.0,130.0
Mini Countryman,30099.0,01/02/2018,0,60411,Hybride essence rechargeable,Boîte automatique,6.0,136.0
BMW X1,36399.0,02/01/2021,0,24579,Diesel,Boîte automatique,8.0,150.0
Seat Leon,27999.0,10/11/2022,1,0,Essence,Boîte manuelle 6 rapports,8.0,150.0
Volkswagen Golf,29499.0,31/01/2021,0,26045,Diesel,Boîte automatique,,8.0
Kia Xceed,30099.0,31/08/2021,0,24400,Micro-hybride diesel,Boîte automatique,,7.0
Hyundai Tucson,30599.0,22/09/2021,0,12933,Diesel,Boîte manuelle,,5.0
Tesla MODEL 3,38999.0,10/03/2022,0,12513,491 km,Électrique,,7.0
Skoda KAMIQ,29299.0,09/06/2021,0,11855,Essence,Boîte automatique 7 rapports,8.0,150.0
Seat Arona,30199.0,25/07/2022,1,0,Essence,Boîte automatique 7 rapports,8.0,150.0
Jeep Compass,34015.0,28/02/2022,0,20615,Diesel,Boîte manuelle,7.0,131.0
Skoda Karoq,34699.0,01/12/2022,1,0,Essence,Boîte automatique 7 rapports,8.0,150.0
Citroën C5 X,46699.0,29/06/2022,1,0,Hybride essence rechargeable,Boîte automatique 8 rapports,10.0,181.0
Renault MASTER FOURGON,40099.0,17/11/2022,1,0,Diesel,Boîte manuelle 6 rapports,8.0,180.0
Alfa Romeo Stelvio,43099.0,18/03/2019,0,69408,Essence,Boîte automatique,18.0,280.0
BMW Série 3,47099.0,25/09/2019,0,15261,Hybride essence rechargeable,Boîte automatique,8.0,184.0
Volvo XC60,51935.0,25/06/2021,0,18285,,,11.0,197.0
Audi Q3 Sportback,56399.0,30/11/2022,1,0,Diesel,Boîte automatique 7 rapports,8.0,150.0
Mercedes GLC,59558.0,25/08/2022,0,10989,Diesel,Boîte automatique,9.0,163.0
Renault Mégane 4,10999.0,24/02/2016,0,118051,Essence,Boîte manuelle 6 rapports,5.0,100.0
Nissan Micra,10499.0,18/11/2016,0,70583,Essence,Boîte manuelle 5 rapports,4.0,80.0
Renault Scénic 4,15999.0,22/03/2018,0,99778,Diesel,Boîte manuelle 6 rapports,7.0,130.0
Audi Q2,20299.0,15/12/2017,0,73243,Diesel,Boîte manuelle 6 rapports,6.0,116.0
Fiat Tipo,19499.0,29/06/2021,0,3296,Essence,Boîte manuelle,5.0,100.0
Volkswagen T-CROSS,21399.0,05/05/2022,0,3719,Essence,Boîte manuelle 5 rapports,5.0,95.0
Seat Ateca,21499.0,31/01/2020,0,35039,Essence,Boîte manuelle 6 rapports,6.0,116.0
Kia Ceed,31999.0,03/12/2021,0,9384,,,5.0,141.0
Cupra Formentor,34548.0,25/03/2022,0,5932,Essence,Boîte automatique,8.0,150.0
Peugeot 208,11999.0,26/10/2017,0,82062,Diesel,Boîte manuelle 5 rapports,4.0,75.0
Peugeot 3008,20999.0,30/01/2017,0,72766,Essence,Boîte manuelle 6 rapports,7.0,130.0
Peugeot 2008,12999.0,15/02/2016,0,68833,Essence,Boîte manuelle 5 rapports,4.0,82.0
Dacia Duster,22199.0,15/11/2022,1,0,Essence,Boîte manuelle 6 rapports,7.0,90.0
Renault Clio 4,12999.0,18/01/2017,0,100090,Diesel,Boîte manuelle 6 rapports,5.0,110.0
Peugeot 308,18499.0,04/01/2019,0,82323,Essence,Boîte automatique 8 rapports,7.0,130.0
Dacia Sandero,14699.0,31/12/2019,0,8176,Essence,Boîte manuelle 5 rapports,5.0,90.0
Citroën C3,13999.0,25/04/2019,0,43942,Essence,Boîte manuelle 5 rapports,4.0,82.0
Renault Captur,14999.0,13/02/2019,0,62150,Diesel,Boîte manuelle 5 rapports,5.0,90.0
Renault Twingo 3,12499.0,23/09/2019,0,46916,Essence,Boîte manuelle 5 rapports,4.0,75.0
Nissan Qashqai,20299.0,27/08/2019,0,55134,Diesel,Boîte manuelle 6 rapports,6.0,115.0
Volkswagen Polo,16799.0,30/07/2019,0,26086,Essence,Boîte manuelle 5 rapports,5.0,95.0
Fiat 500,11999.0,27/04/2017,0,37001,Essence,Boîte manuelle 5 rapports,4.0,69.0
Renault Zoé,10499.0,28/07/2016,0,71071,188 km,Électrique,,1.0
Citroën C4 Cactus,16999.0,28/11/2019,0,35555,Essence,Boîte manuelle 6 rapports,5.0,110.0
Citroën C3 Nouvelle,14199.0,16/06/2021,0,25990,Essence,Boîte manuelle 5 rapports,4.0,83.0
Renault Kadjar,18999.0,29/08/2019,0,19343,Essence,Boîte manuelle,,
Renault Clio 5,15899.0,03/12/2019,0,22735,Essence,Boîte manuelle 5 rapports,5.0,100.0
Toyota Yaris,13999.0,06/06/2017,0,48375,Essence,Boîte manuelle 6 rapports,6.0,111.0
Volkswagen Golf 7,18499.0,08/07/2019,0,75602,Essence,Boîte manuelle 6 rapports,6.0,115.0
Citroën C3 Aircross,17999.0,17/02/2020,0,46031,Essence,Boîte manuelle 6 rapports,6.0,110.0
Peugeot 308 SW,16299.0,27/11/2018,0,61748,Essence,Boîte manuelle 6 rapports,6.0,110.0
Citroën C1,12499.0,25/02/2021,0,10003,Essence,Boîte manuelle 5 rapports,4.0,72.0
Ford Fiesta,13499.0,22/01/2019,0,38214,Essence,Boîte manuelle 5 rapports,4.0,70.0
Peugeot 108,13699.0,07/12/2020,0,3047,Essence,Boîte manuelle 5 rapports,4.0,72.0
Peugeot 2008 Nouveau,26699.0,31/07/2020,0,47741,Essence,Boîte automatique 8 rapports,8.0,155.0
Fiat 500X,16499.0,31/07/2020,0,33152,Essence,Boîte manuelle 6 rapports,6.0,120.0
Citroën C5 Aircross,36399.0,03/08/2022,1,0,Diesel,Boîte automatique 8 rapports,7.0,131.0
Toyota C-HR,26499.0,14/04/2021,0,37055,Hybride essence,Boîte automatique 1 rapport,5.0,98.0
Nissan Juke,20299.0,25/05/2020,0,18525,Essence,Boîte manuelle 6 rapports,6.0,117.0
Opel Corsa,25999.0,28/02/2022,0,6347,,,,4.0
Volkswagen T-Roc,27287.0,08/04/2021,0,65154,,,8.0,150.0
Peugeot 5008,30499.0,08/03/2019,0,75295,Essence,Boîte automatique 8 rapports,10.0,180.0
Mini Mini,19799.0,17/03/2017,0,53340,Essence,Boîte manuelle 6 rapports,11.0,192.0
Peugeot 308 Nouvelle,31199.0,29/07/2022,1,0,Diesel,Boîte manuelle 6 rapports,7.0,130.0
Audi A3 Sportback,24532.0,18/07/2019,0,32530,Essence,Boîte manuelle,8.0,150.0
DS DS 3,15999.0,30/05/2018,0,68973,Essence,Boîte manuelle 6 rapports,6.0,130.0
Skoda Fabia,15899.0,05/02/2020,0,22601,Essence,Boîte manuelle,,4.0
Volkswagen Tiguan,23999.0,09/11/2017,0,122704,Diesel,Boîte automatique 7 rapports,8.0,150.0
Renault Captur Nouveau,26199.0,01/12/2022,1,0,Micro-hybride essence,Boîte manuelle 6 rapports,7.0,140.0
Volkswagen T-Roc,27499.0,10/03/2021,0,35017,Essence,Boîte automatique 7 rapports,8.0,150.0
Mercedes CLASSE A,32663.0,27/05/2021,0,42117,Diesel,Boîte automatique,6.0,116.0
Citroën C3 Aircross Nouveau,18999.0,22/03/2022,0,11351,Essence,Boîte manuelle 6 rapports,6.0,110.0
Volkswagen GOLF,26399.0,10/09/2021,0,19107,Essence,Boîte manuelle,8.0,150.0
DS DS3 CROSSBACK,28499.0,10/02/2020,0,15457,Essence,Boîte automatique 8 rapports,8.0,155.0
Kia Sportage,24999.0,17/06/2020,0,24844,Diesel,Boîte automatique 7 rapports,7.0,136.0
Jeep Renegade,28499.0,12/04/2022,0,2862,Essence,Boîte automatique 6 rapports,8.0,150.0
Citroën C4 Nouvelle,23799.0,23/02/2022,0,15869,Essence,Boîte manuelle 6 rapports,7.0,131.0
Ford PUMA,24999.0,20/12/2021,0,17705,Micro-hybride essence,Boîte automatique 7 rapports,8.0,155.0
DS DS7 CROSSBACK,32999.0,30/10/2018,0,45193,Essence,Boîte automatique 8 rapports,13.0,225.0
Volkswagen Golf 8,28299.0,04/02/2021,0,37321,Micro-hybride essence,Boîte automatique,6.0,110.0
Citroën GRAND C4 SPACETOURER,27999.0,19/05/2022,0,4758,Diesel,Boîte manuelle 6 rapports,7.0,130.0
BMW X1,38584.0,16/06/2022,0,8700,Essence,Boîte automatique,7.0,136.0
Ford Kuga,30499.0,03/11/2021,0,15688,Diesel,Boîte automatique 8 rapports,6.0,120.0
Opel Mokka,26899.0,04/10/2022,1,0,Diesel,Boîte manuelle 6 rapports,6.0,110.0
Peugeot 508,30999.0,30/07/2021,0,14163,Essence,Boîte automatique 8 rapports,7.0,130.0
Seat Leon,28499.0,10/11/2022,1,0,Essence,Boîte manuelle 6 rapports,8.0,150.0
Kia Xceed,30099.0,01/09/2021,0,24639,Micro-hybride diesel,Boîte automatique,,7.0
Citroën Berlingo,31399.0,13/10/2022,1,0,Diesel,Boîte manuelle 6 rapports,7.0,130.0
Jeep Compass,35208.0,20/01/2022,0,10,Essence,Boîte automatique,8.0,150.0
Mercedes Classe B,33499.0,16/06/2021,0,17381,Diesel,Boîte automatique,8.0,150.0
Tesla MODEL 3,40999.0,26/12/2019,0,55779,560 km,Électrique,,11.0
Skoda Octavia,29499.0,17/05/2021,0,24495,Diesel,Boîte automatique,,5.0
Nissan Leaf Nouvelle,26499.0,22/01/2020,0,43218,385 km,Électrique,,4.0
Volkswagen Golf,29099.0,02/09/2022,1,0,Essence,Boîte manuelle 6 rapports,6.0,110.0
Renault MASTER FOURGON,40599.0,07/07/2022,1,0,Diesel,Boîte manuelle 6 rapports,8.0,180.0
Citroën C5 X,41499.0,29/04/2022,0,5634,Hybride essence rechargeable,Boîte automatique 8 rapports,10.0,181.0
Volvo XC60,57580.0,05/05/2021,0,20706,,,13.0,235.0
Alfa Romeo Stelvio,61849.0,30/04/2018,0,47381,Essence,Boîte automatique,41.0,510.0
Mercedes GLC,66080.0,28/06/2022,0,12676,Diesel,Boîte automatique,,10.0
Renault Mégane 4,12999.0,26/04/2017,0,112715,Essence,Boîte manuelle 6 rapports,5.0,100.0
BMW Série 1,14999.0,29/09/2015,0,106800,Diesel,Boîte manuelle 6 rapports,5.0,116.0
Ford Focus,11499.0,06/02/2015,0,113760,Diesel,Boîte manuelle 6 rapports,6.0,120.0
Nissan Micra,13499.0,24/12/2018,0,23303,Essence,Boîte manuelle 5 rapports,5.0,90.0
Opel Corsa Nouvelle,12899.0,31/03/2021,0,24095,Essence,Boîte manuelle 5 rapports,4.0,75.0
Seat Arona,17999.0,05/06/2018,0,58925,Essence,Boîte manuelle 6 rapports,8.0,150.0
Peugeot 208,11999.0,15/10/2018,0,85625,Essence,Boîte manuelle 5 rapports,4.0,82.0
Citroën C3,14099.0,30/10/2018,0,30948,Essence,Boîte manuelle,,4.0
Peugeot 3008,20399.0,08/01/2019,0,92616,Essence,Boîte manuelle,7.0,130.0
Peugeot 2008,13999.0,25/01/2017,0,45775,Essence,Boîte manuelle 5 rapports,4.0,82.0
Renault Clio 4,13299.0,17/04/2019,0,55360,Diesel,Boîte manuelle 5 rapports,5.0,90.0
Peugeot 308,18299.0,08/08/2019,0,23628,Essence,Boîte manuelle 6 rapports,6.0,110.0
Dacia Duster,27099.0,12/10/2022,1,0,Diesel,Boîte manuelle 6 rapports,6.0,115.0
Dacia Sandero,16199.0,19/07/2021,0,17374,Essence,Boîte manuelle 6 rapports,5.0,92.0
Renault Captur,15999.0,23/08/2019,0,23085,Essence,Boîte manuelle 5 rapports,5.0,90.0
Nissan Qashqai,19999.0,10/05/2019,0,73621,Diesel,Boîte manuelle 6 rapports,7.0,130.0
Renault Twingo 3,13699.0,13/09/2019,0,42071,Essence,Boîte manuelle 5 rapports,5.0,95.0
Volkswagen Polo,17399.0,25/03/2019,0,36600,Essence,Boîte manuelle 5 rapports,5.0,95.0
Fiat 500,11299.0,29/07/2016,0,60455,Essence,Boîte manuelle 5 rapports,4.0,69.0
Citroën C4 Cactus,16999.0,05/08/2019,0,46233,Essence,Boîte manuelle 6 rapports,7.0,130.0
Citroën C3 Nouvelle,14199.0,15/06/2021,0,24342,Essence,Boîte manuelle 5 rapports,4.0,83.0
Renault Zoé,13299.0,29/04/2019,0,23717,317 km,Électrique,,1.0
Renault Clio 5,19799.0,12/01/2023,1,0,Essence,Boîte manuelle 6 rapports,5.0,91.0
Renault Kadjar,19499.0,21/08/2019,0,33730,Essence,Boîte manuelle 6 rapports,7.0,140.0
Volkswagen Tiguan,24186.0,10/12/2018,0,31541,Essence,Boîte manuelle,,8.0
Peugeot 208 Nouvelle,18999.0,27/01/2020,0,41400,Essence,Boîte manuelle 6 rapports,5.0,100.0
Volkswagen Golf 7,18999.0,22/02/2018,0,55032,Essence,Boîte manuelle 6 rapports,6.0,125.0
Citroën C3 Aircross,17999.0,24/02/2020,0,31105,Essence,Boîte manuelle 6 rapports,6.0,110.0
Peugeot 308 SW,15999.0,20/09/2017,0,137131,Diesel,Boîte automatique 8 rapports,9.0,180.0
Ford Fiesta,13999.0,14/03/2019,0,53513,Essence,Boîte manuelle 6 rapports,5.0,100.0
Citroën C1,13499.0,27/05/2021,0,23772,Essence,Boîte manuelle,4.0,72.0
Peugeot 108,12999.0,23/03/2021,0,13199,Essence,Boîte manuelle 5 rapports,4.0,72.0
Mini Mini,20899.0,06/07/2018,0,29900,Essence,Boîte manuelle,6.0,102.0
Peugeot 2008 Nouveau,23799.0,28/10/2021,0,13085,Diesel,Boîte manuelle 6 rapports,6.0,110.0
Fiat 500X,16299.0,16/08/2018,0,56261,Diesel,Boîte manuelle 6 rapports,6.0,120.0
Citroën C5 Aircross,32999.0,27/12/2022,1,0,Diesel,Boîte automatique 8 rapports,7.0,131.0
Toyota C-HR,26499.0,25/06/2019,0,8144,Hybride essence,Boîte automatique 1 rapport,4.0,98.0
Skoda Fabia,16699.0,19/11/2019,0,24140,Essence,Boîte manuelle,,4.0
Nissan Juke,22599.0,30/09/2020,0,19911,Essence,Boîte automatique,,5.0
Citroën C4,22499.0,27/10/2021,0,23612,Essence,Boîte manuelle,7.0,130.0
Peugeot 5008,30999.0,01/11/2019,0,51668,Diesel,Boîte automatique 8 rapports,6.0,130.0
Audi A3 Sportback,24532.0,13/06/2019,0,31170,Essence,Boîte manuelle,8.0,150.0
DS DS 3,17699.0,31/10/2018,0,43123,Essence,Boîte automatique 6 rapports,6.0,110.0
Volkswagen Tiguan,24599.0,23/11/2018,0,60692,Diesel,Boîte manuelle 6 rapports,8.0,150.0
Volkswagen T-Roc,27999.0,25/01/2019,0,68506,Essence,Boîte automatique 7 rapports,11.0,190.0
Kia Sportage,26563.0,13/05/2021,0,22965,Micro-hybride diesel,Boîte manuelle,7.0,136.0
Peugeot 308 Nouvelle,34399.0,15/07/2022,1,0,Diesel,Boîte automatique 8 rapports,7.0,130.0
Mercedes CLASSE A,34299.0,24/06/2020,0,47167,Diesel,Boîte automatique,8.0,150.0
Citroën C3 Aircross Nouveau,18199.0,15/03/2022,0,14226,Essence,Boîte manuelle 6 rapports,6.0,110.0
DS DS7 Crossback,33599.0,20/05/2018,0,63155,Diesel,Boîte automatique,,9.0
DS DS3 Crossback,28299.0,23/01/2020,0,34859,Essence,Boîte automatique,7.0,130.0
Volkswagen Golf 8,30999.0,10/02/2021,0,27293,Diesel,Boîte automatique,8.0,150.0
Opel Corsa,17999.0,08/08/2022,1,0,Essence,Boîte manuelle 5 rapports,4.0,75.0
Mini Countryman,33999.0,18/12/2020,0,21110,Diesel,Boîte automatique,8.0,150.0
Jeep Compass,36384.0,18/02/2022,0,10,Essence,Boîte automatique,8.0,150.0
Citroën C5 X,45499.0,28/04/2022,0,219,Hybride essence rechargeable,Boîte automatique,10.0,181.0
Tesla MODEL 3,42999.0,28/06/2021,0,71750,614 km,Électrique,,11.0
Volvo XC60,59299.0,27/12/2021,0,24170,Hybride essence rechargeable,Boîte automatique,15.0,253.0
Skoda Octavia,32699.0,08/06/2021,0,25654,Essence,Boîte automatique,,7.0
Citroën Berlingo,34999.0,23/09/2022,1,0,Diesel,Boîte manuelle 6 rapports,7.0,130.0
Renault MASTER FOURGON,41199.0,10/11/2022,1,0,Diesel,Boîte manuelle 6 rapports,8.0,150.0
Renault Mégane 4,14199.0,15/06/2016,0,78028,Diesel,Boîte manuelle 6 rapports,5.0,110.0
BMW Série 1,26499.0,08/06/2020,0,45130,Essence,Boîte manuelle 6 rapports,7.0,140.0
Ford Focus,13999.0,23/08/2017,0,72262,Diesel,Boîte manuelle 6 rapports,6.0,120.0
Opel Corsa Nouvelle,12999.0,22/06/2021,0,20988,Essence,Boîte manuelle 5 rapports,4.0,75.0
Seat Arona,18999.0,11/06/2021,0,15880,Essence,Boîte manuelle 6 rapports,6.0,110.0
