Nom,Prix,Mise_en_circulation,Première Main,Kilometrage,Carburant,Boîte de vitesse,Puissance fiscale,Puissance_din
Peugeot 2008,13299.0,07/02/2018,0,106253,Diesel,Boîte manuelle 5 rapports,5.0,100.0
Renault Clio 4,13999.0,30/08/2017,0,42852,Bio éthanol / Essence,Boîte manuelle 5 rapports,5.0,90.0
Dacia Duster,23999.0,01/11/2022,1,0,Essence,Boîte manuelle 6 rapports,8.0,150.0
Peugeot 308,15999.0,13/02/2018,0,136981,Essence,Boîte automatique 6 rapports,7.0,130.0
Citroën C3,13199.0,20/04/2020,0,31728,Essence,Boîte manuelle 5 rapports,4.0,82.0
Renault Captur,14999.0,08/04/2019,0,82735,Diesel,Boîte manuelle 5 rapports,5.0,90.0
Renault Twingo 3,13599.0,17/04/2018,0,57344,Essence,Boîte automatique 6 rapports,5.0,90.0
Fiat 500,10999.0,27/02/2017,0,59538,Essence,Boîte manuelle 5 rapports,4.0,69.0
Volkswagen Polo,17299.0,24/11/2020,0,45428,Essence,Boîte manuelle 5 rapports,5.0,95.0
Nissan Qashqai,19999.0,28/08/2019,0,94130,Diesel,Boîte manuelle 6 rapports,6.0,115.0
Citroën C4 Cactus,16799.0,08/01/2020,0,53340,Essence,Boîte manuelle 6 rapports,6.0,110.0
Renault Clio 5,19799.0,15/11/2022,1,0,Essence,Boîte manuelle 6 rapports,5.0,91.0
Renault Zoé,13299.0,29/04/2019,0,23717,317 km,Électrique,,1.0
Toyota Yaris,14699.0,31/12/2019,0,23246,Essence,Boîte manuelle 5 rapports,4.0,72.0
Renault Kadjar,18699.0,17/05/2018,0,58994,Diesel,Boîte manuelle 6 rapports,7.0,130.0
Volkswagen Golf 7,17999.0,04/04/2019,0,60478,Diesel,Boîte manuelle 5 rapports,6.0,115.0
Fiat 500X,14299.0,28/05/2016,0,52589,Diesel,Boîte manuelle 6 rapports,6.0,120.0
Opel Corsa,21799.0,30/08/2020,0,18870,Essence,Boîte automatique,,7.0
Toyota C-HR,27999.0,22/10/2020,0,25782,Hybride essence,Boîte automatique 1 rapport,5.0,98.0
Peugeot 5008,30799.0,08/03/2019,0,75295,Essence,Boîte automatique 8 rapports,10.0,180.0
Audi A3 Sportback,24532.0,18/07/2019,0,32530,Essence,Boîte manuelle,8.0,150.0
Citroën C5 Aircross,22999.0,13/08/2019,0,88542,Diesel,Boîte automatique 8 rapports,6.0,131.0
Skoda Fabia,15999.0,21/06/2019,0,33987,Essence,Boîte manuelle 5 rapports,5.0,95.0
Mini Mini,20899.0,06/07/2018,0,29900,Essence,Boîte manuelle,6.0,102.0
Volkswagen Tiguan,24999.0,14/11/2016,0,87847,Essence,Boîte automatique 7 rapports,11.0,180.0
Renault Captur Nouveau,27999.0,01/10/2022,1,0,Micro-hybride essence,Boîte automatique 7 rapports,7.0,140.0
Opel Corsa Nouvelle,18299.0,26/02/2021,0,41431,Essence,Boîte automatique 8 rapports,5.0,100.0
Volkswagen T-Roc,27199.0,01/05/2020,0,22460,Essence,Boîte automatique,7.0,147.0
Citroën C4,25299.0,24/03/2021,0,21010,Diesel,Boîte automatique,6.0,130.0
Mercedes CLASSE A,34299.0,24/06/2020,0,47167,Diesel,Boîte automatique,8.0,150.0
Citroën Berlingo,31999.0,05/11/2020,0,24582,Diesel,Boîte automatique,,6.0
BMW Série 1,35799.0,29/11/2021,0,5000,Diesel,Boîte automatique,6.0,116.0
Jeep Renegade,28499.0,12/04/2022,0,2862,Essence,Boîte automatique 6 rapports,8.0,150.0
Citroën C3 Aircross Nouveau,18999.0,22/03/2022,0,11351,Essence,Boîte manuelle 6 rapports,6.0,110.0
DS DS3 Crossback,28299.0,23/01/2020,0,34859,Essence,Boîte automatique,7.0,130.0
Kia Xceed,30099.0,31/08/2021,0,24400,Micro-hybride diesel,Boîte automatique,,7.0
Volkswagen Golf,29099.0,02/09/2022,1,0,Essence,Boîte manuelle 6 rapports,6.0,110.0
Tesla MODEL 3,46199.0,26/09/2020,0,79800,560 km,Électrique,,11.0
Jeep Compass,36384.0,18/02/2022,0,10,Essence,Boîte automatique,8.0,150.0
Renault MASTER FOURGON,40099.0,17/11/2022,1,0,Diesel,Boîte manuelle 6 rapports,8.0,150.0
Peugeot 508 SW,41699.0,22/10/2021,1,0,Essence,Boîte automatique 8 rapports,10.0,180.0
Audi Q2,44399.0,20/10/2022,1,0,Diesel,Boîte automatique 7 rapports,8.0,150.0
Audi A5 Sportback,46899.0,01/06/2021,0,27630,Diesel,Boîte automatique,1.0,201.0
Audi Q3 Sportback,49307.0,01/01/2022,0,4740,Essence,Boîte automatique,7.0,147.0
Mercedes GLC,51699.0,09/09/2020,0,20303,Diesel,Boîte automatique,,10.0
Volvo XC60,57580.0,05/05/2021,0,20706,,,13.0,235.0
Renault Mégane 4,15699.0,28/11/2016,0,59001,Essence,Boîte manuelle 6 rapports,7.0,130.0
Nissan Juke,11699.0,26/06/2015,0,84482,Essence,Boîte manuelle 6 rapports,6.0,115.0
Nissan Micra,9999.0,19/06/2017,0,35737,Essence,Boîte manuelle 5 rapports,4.0,80.0
Seat Ibiza,16599.0,12/05/2020,0,22230,Essence,Boîte manuelle,5.0,90.0
Alfa Romeo Stelvio,25999.0,23/01/2018,0,90978,Diesel,Boîte automatique 8 rapports,10.0,180.0
Mercedes Classe A Nouvelle,28999.0,13/06/2019,0,47361,Essence,Boîte automatique 7 rapports,7.0,136.0
Cupra FORMENTOR,34548.0,24/03/2022,0,4703,,,8.0,150.0
Peugeot 208,10999.0,23/07/2015,0,93025,Essence,Boîte manuelle 5 rapports,4.0,82.0
Peugeot 2008,14299.0,19/02/2016,0,63011,Essence,Boîte manuelle 5 rapports,5.0,110.0
Renault Clio 4,12499.0,30/01/2017,0,87054,Diesel,Boîte manuelle 5 rapports,4.0,90.0
Dacia Duster,22199.0,15/11/2022,1,0,Essence,Boîte manuelle 6 rapports,7.0,90.0
Peugeot 308,15999.0,27/03/2017,0,113225,Diesel,Boîte automatique 6 rapports,7.0,150.0
Citroën C3,13999.0,29/07/2019,0,11772,Essence,Boîte manuelle 5 rapports,4.0,82.0
Dacia Sandero,15299.0,09/11/2020,0,10235,Essence,Boîte manuelle 5 rapports,5.0,100.0
Renault Captur,15199.0,16/07/2019,0,23578,Essence,Boîte manuelle 5 rapports,5.0,90.0
Renault Twingo 3,11999.0,09/11/2018,0,33892,Essence,Boîte manuelle 5 rapports,4.0,70.0
Volkswagen Polo,18399.0,20/06/2019,0,65850,Essence,Boîte automatique,5.0,95.0
Fiat 500,11999.0,27/04/2017,0,37001,Essence,Boîte manuelle 5 rapports,4.0,69.0
Nissan Qashqai,20299.0,24/10/2019,0,59938,Diesel,Boîte manuelle 6 rapports,6.0,115.0
Citroën C4 Cactus,16999.0,28/11/2019,0,35555,Essence,Boîte manuelle 6 rapports,5.0,110.0
Renault Clio 5,20690.0,01/12/2022,1,0,Essence,Boîte manuelle 6 rapports,5.0,91.0
Renault Zoé,12999.0,31/05/2017,0,34422,165 km,Électrique,,1.0
Toyota Yaris,14799.0,16/02/2017,0,91268,Hybride essence,Boîte automatique 1 rapport,3.0,75.0
Renault Kadjar,19099.0,06/06/2018,0,69672,Diesel,Boîte automatique,7.0,130.0
Volkswagen Golf 7,17999.0,30/04/2019,0,45290,Essence,Boîte manuelle 6 rapports,6.0,115.0
Citroën C3 Nouvelle,17299.0,30/11/2022,1,0,Essence,Boîte manuelle 5 rapports,4.0,83.0
Peugeot 208 Nouvelle,19199.0,08/06/2022,0,2953,Essence,Boîte manuelle 5 rapports,4.0,75.0
Citroën C1,12499.0,25/02/2021,0,10003,Essence,Boîte manuelle 5 rapports,4.0,72.0
Ford Fiesta,14499.0,29/08/2016,0,15850,Essence,Boîte manuelle 5 rapports,5.0,100.0
Ford PUMA,29699.0,30/09/2022,1,0,Micro-hybride essence,Boîte automatique 7 rapports,7.0,125.0
Peugeot 108,13699.0,19/02/2021,0,15259,Essence,Boîte manuelle 5 rapports,4.0,72.0
Peugeot 308 SW,16499.0,27/11/2018,0,61748,Essence,Boîte manuelle 6 rapports,6.0,110.0
Peugeot 2008 Nouveau,28399.0,23/09/2022,1,0,Essence,Boîte manuelle 6 rapports,7.0,130.0
Fiat 500X,14399.0,28/02/2017,0,64318,Diesel,Boîte manuelle 6 rapports,6.0,120.0
Opel Corsa,26499.0,28/02/2022,0,6347,,,,4.0
Audi A3 Sportback,25499.0,31/10/2019,0,30465,Diesel,Boîte manuelle,6.0,116.0
Citroën C5 Aircross,36399.0,03/08/2022,1,0,Diesel,Boîte automatique 8 rapports,7.0,131.0
Peugeot 5008,31499.0,01/11/2019,0,51668,Diesel,Boîte automatique 8 rapports,6.0,130.0
Toyota C-HR,30999.0,11/02/2021,0,33597,Hybride essence,Boîte automatique 1 rapport,8.0,153.0
Skoda Fabia,16699.0,19/11/2019,0,24140,Essence,Boîte manuelle,,4.0
Volkswagen Tiguan,24599.0,23/11/2018,0,60692,Diesel,Boîte manuelle 6 rapports,8.0,150.0
Mini Mini,22799.0,11/06/2021,0,9215,Essence,Boîte manuelle 6 rapports,5.0,102.0
Volkswagen T-Roc,27999.0,10/05/2021,0,25880,Essence,Boîte automatique 7 rapports,8.0,150.0
Renault Captur Nouveau,17499.0,30/06/2020,0,42242,Essence,Boîte manuelle 5 rapports,5.0,100.0
Citroën C4,25899.0,21/05/2021,0,17745,Diesel,Boîte automatique,6.0,130.0
Mercedes Classe A,34699.0,16/06/2019,0,52900,Diesel,Boîte automatique,,8.0
Citroën C3 Aircross Nouveau,18199.0,15/03/2022,0,14226,Essence,Boîte manuelle 6 rapports,6.0,110.0
Jeep Renegade,28566.0,23/02/2022,0,10,Essence,Boîte manuelle,6.0,120.0
Volkswagen Golf 8,27499.0,28/08/2020,0,10313,Diesel,Boîte manuelle,6.0,115.0
Kia Xceed,30099.0,01/09/2021,0,24639,Micro-hybride diesel,Boîte automatique,,7.0
Seat Arona,30199.0,25/07/2022,1,0,Essence,Boîte automatique 7 rapports,8.0,150.0
BMW X1,41999.0,03/08/2020,0,30757,Hybride essence rechargeable,Boîte automatique 6 rapports,6.0,125.0
Tesla MODEL 3,46999.0,28/06/2021,0,71750,614 km,Électrique,,11.0
Peugeot 308 Nouvelle,35499.0,23/03/2022,0,5451,Hybride essence rechargeable,Boîte automatique 8 rapports,8.0,150.0
Seat Ateca,33290.0,01/07/2022,1,0,,,8.0,150.0
Jeep Compass,36553.0,29/06/2022,0,10,Essence,Boîte automatique,8.0,150.0
Volkswagen Golf,35099.0,08/11/2022,1,0,Micro-hybride essence,Boîte automatique 7 rapports,8.0,150.0
Renault MASTER FOURGON,40099.0,17/11/2022,1,0,Diesel,Boîte manuelle 6 rapports,8.0,180.0
Peugeot 508 SW,42199.0,15/11/2021,1,0,Essence,Boîte automatique 8 rapports,10.0,180.0
Audi Q3 Sportback,52199.0,01/03/2021,0,10970,Hybride essence,Boîte automatique,14.0,241.0
Volvo XC60,59299.0,27/12/2021,0,24170,Hybride essence rechargeable,Boîte automatique,15.0,253.0
Renault Mégane 4,20999.0,24/04/2019,0,28465,Essence,Boîte automatique 7 rapports,7.0,140.0
BMW Série 1,14999.0,29/09/2015,0,106800,Diesel,Boîte manuelle 6 rapports,5.0,116.0
Nissan Juke,17999.0,06/08/2019,0,17594,Essence,Boîte automatique 1 rapport,6.0,117.0
Nissan Micra,13299.0,30/11/2018,0,29468,Essence,Boîte manuelle 5 rapports,4.0,90.0
Audi Q2,30499.0,29/05/2019,0,23488,Essence,Boîte automatique 7 rapports,8.0,150.0
Mercedes GLC,30599.0,25/10/2017,0,78847,Diesel,Boîte automatique 9 rapports,9.0,170.0
Mercedes Classe A Nouvelle,32699.0,28/07/2021,0,11332,Essence,Boîte automatique 7 rapports,7.0,136.0
Peugeot 208,10999.0,27/08/2014,0,86338,Essence,Boîte manuelle 5 rapports,4.0,82.0
Peugeot 3008,20999.0,15/07/2019,0,85659,Essence,Boîte manuelle 6 rapports,7.0,130.0
Peugeot 2008,13999.0,25/01/2017,0,45775,Essence,Boîte manuelle 5 rapports,4.0,82.0
Renault Clio 4,12999.0,23/12/2016,0,112246,Diesel,Boîte manuelle 6 rapports,5.0,110.0
Peugeot 308,15499.0,13/05/2019,0,81396,Essence,Boîte manuelle 6 rapports,6.0,110.0
Citroën C3 Nouvelle,14999.0,15/03/2022,0,10309,Essence,Boîte manuelle 5 rapports,4.0,83.0
Dacia Sandero,15499.0,30/10/2020,0,44610,GPL,Boîte manuelle 5 rapports,5.0,100.0
Dacia Duster,10999.0,23/12/2014,0,125554,Diesel,Boîte manuelle 6 rapports,5.0,90.0
Renault Captur,15299.0,16/05/2018,0,48974,Essence,Boîte manuelle 6 rapports,6.0,120.0
Renault Twingo 3,12199.0,30/03/2017,0,41376,Essence,Boîte manuelle 5 rapports,6.0,110.0
Fiat 500,11999.0,26/07/2017,0,50111,Essence,Boîte manuelle 5 rapports,4.0,69.0
Volkswagen Polo,18499.0,04/05/2018,0,49662,Essence,Boîte manuelle 6 rapports,6.0,115.0
Nissan Qashqai,20499.0,19/12/2019,0,85397,Diesel,Boîte manuelle 6 rapports,8.0,150.0
Citroën C4 Cactus,16999.0,05/08/2019,0,46233,Essence,Boîte manuelle 6 rapports,7.0,130.0
Renault Clio 5,21799.0,01/11/2022,1,0,Essence,Boîte automatique,5.0,91.0
Toyota Yaris,17999.0,13/09/2019,0,27195,Hybride essence,Boîte automatique 1 rapport,3.0,75.0
Volkswagen Golf 7,18999.0,13/07/2016,0,70392,Essence,Boîte automatique 7 rapports,8.0,150.0
Renault Kadjar,19299.0,10/08/2017,0,56696,Essence,Boîte automatique 7 rapports,7.0,130.0
Renault Zoé,14299.0,28/11/2018,0,38054,317 km,Électrique,,2.0
Citroën C3 Nouvelle,17999.0,29/07/2022,1,0,Essence,Boîte manuelle 5 rapports,4.0,83.0
Citroën C1,13299.0,15/02/2021,0,1087,Essence,Boîte manuelle 5 rapports,3.0,72.0
Citroën C3 Aircross,20499.0,07/09/2020,0,16275,Diesel,Boîte manuelle 6 rapports,5.0,102.0
Ford PUMA,29699.0,30/09/2022,1,0,Micro-hybride essence,Boîte automatique 7 rapports,7.0,125.0
Ford Fiesta,13999.0,14/03/2019,0,53513,Essence,Boîte manuelle 6 rapports,5.0,100.0
Peugeot 308 SW,17699.0,11/06/2018,0,55377,Essence,Boîte manuelle 6 rapports,6.0,110.0
Fiat 500X,14999.0,07/03/2016,0,66155,Essence,Boîte manuelle 5 rapports,6.0,110.0
Peugeot 2008 Nouveau,23499.0,29/01/2021,0,10523,Essence,Boîte manuelle 6 rapports,5.0,100.0
Audi A3 Sportback,25499.0,04/06/2020,0,21505,Essence,Boîte manuelle,8.0,150.0
Citroën C5 Aircross,33299.0,30/12/2022,1,0,Diesel,Boîte automatique 8 rapports,7.0,131.0
Toyota C-HR,32999.0,09/07/2021,0,10680,Hybride essence,Boîte automatique 1 rapport,8.0,153.0
Peugeot 5008,33999.0,28/02/2022,0,27402,Essence,Boîte manuelle 6 rapports,7.0,130.0
Volkswagen Tiguan,25236.0,01/07/2018,0,37970,Diesel,Boîte manuelle,5.0,113.0
Mini Mini,22499.0,09/12/2019,0,25043,Essence,Boîte automatique 7 rapports,7.0,136.0
Skoda Fabia,18699.0,05/10/2021,0,20385,Essence,Boîte manuelle,,4.0
Renault Captur Nouveau,17499.0,03/08/2020,0,42875,Essence,Boîte manuelle 5 rapports,5.0,100.0
Volkswagen T-Roc,28499.0,01/10/2021,0,9790,Essence,Boîte manuelle,7.0,147.0
Citroën C4,25999.0,26/03/2021,0,33403,Diesel,Boîte automatique,7.0,131.0
Mercedes Classe A,35499.0,24/03/2021,0,22115,Diesel,Boîte automatique,,8.0
Citroën C3 Aircross Nouveau,18299.0,15/03/2022,0,13821,Essence,Boîte manuelle 6 rapports,6.0,110.0
Jeep Renegade,28566.0,11/04/2022,0,10,Essence,Boîte manuelle,6.0,120.0
Opel Corsa,17999.0,08/08/2022,1,0,Essence,Boîte manuelle 5 rapports,4.0,75.0
Volkswagen Golf 8,27099.0,30/04/2021,0,21060,Essence,Boîte manuelle,7.0,150.0
Citroën C4 Nouvelle,26912.0,20/04/2022,0,15392,Essence,Boîte automatique,7.0,131.0
Ford Kuga,27999.0,31/12/2019,0,46292,Bio éthanol / Essence,Boîte manuelle 6 rapports,9.0,150.0
DS DS7 CROSSBACK,33999.0,19/04/2018,0,56094,Diesel,Boîte automatique,,9.0
Volkswagen T-Cross,28199.0,01/08/2021,0,35095,Essence,Boîte automatique,7.0,147.0
Skoda Kamiq,26039.0,06/08/2021,0,16561,Essence,Boîte automatique,6.0,110.0
Peugeot 508,30999.0,30/07/2021,0,14163,Essence,Boîte automatique 8 rapports,7.0,130.0
Hyundai Tucson,30999.0,22/09/2021,0,12933,Diesel,Boîte manuelle,,5.0
Opel Mokka,29999.0,18/08/2022,1,0,Essence,Boîte automatique 8 rapports,7.0,131.0
Renault Arkana,33652.0,28/02/2022,0,4409,Micro-hybride essence,Boîte automatique,8.0,160.0
Mercedes Classe B,33499.0,16/06/2021,0,17381,Diesel,Boîte automatique,8.0,150.0
Kia Xceed,30099.0,30/08/2021,0,22784,Micro-hybride diesel,Boîte automatique,,7.0
Citroën Grand C4 Spacetourer,35799.0,18/03/2022,0,10,Diesel,Boîte automatique,7.0,130.0
Seat Leon,33899.0,09/03/2022,0,17,Diesel,Boîte automatique,8.0,150.0
Skoda Octavia,32699.0,08/06/2021,0,25654,Essence,Boîte automatique,,7.0
Peugeot 308 Nouvelle,35999.0,17/02/2022,0,7816,Hybride essence rechargeable,Boîte automatique 8 rapports,8.0,150.0
Jeep Compass,36384.0,31/01/2022,0,10,Essence,Boîte automatique,8.0,150.0
Mini Countryman,38499.0,15/10/2020,0,36095,Hybride essence,Boîte automatique,13.0,224.0
Citroën Berlingo,34999.0,23/09/2022,1,0,Diesel,Boîte manuelle 6 rapports,7.0,130.0
Seat Ateca,35899.0,15/09/2022,1,0,Essence,Boîte automatique,8.0,150.0
Volkswagen Golf,35799.0,08/11/2022,1,0,Micro-hybride essence,Boîte automatique 7 rapports,8.0,150.0
Renault MASTER FOURGON,40599.0,07/07/2022,1,0,Diesel,Boîte manuelle 6 rapports,8.0,180.0
Peugeot 508 SW,45399.0,22/11/2021,1,0,Essence,Boîte automatique 8 rapports,13.0,225.0
Audi Q3 Sportback,56399.0,30/11/2022,1,0,Diesel,Boîte automatique 7 rapports,8.0,150.0
Volvo XC60,59699.0,29/12/2021,0,23980,Hybride essence rechargeable,Boîte automatique,15.0,253.0
Peugeot 108,8999.0,31/03/2015,0,96864,Essence,Boîte manuelle 5 rapports,4.0,68.0
BMW Série 1,19499.0,09/10/2017,0,66736,Essence,Boîte manuelle 6 rapports,6.0,109.0
Kia Sportage,16999.0,09/01/2018,0,119854,Diesel,Boîte manuelle 6 rapports,6.0,115.0
Nissan Micra,15499.0,24/09/2019,0,8907,Essence,Boîte manuelle 5 rapports,6.0,117.0
Nissan Leaf,22499.0,23/06/2020,0,15047,270 km,Électrique,,4.0
Audi Q2,36699.0,31/05/2021,0,912,Diesel,Boîte automatique 7 rapports,8.0,150.0
Mercedes GLC,34999.0,04/10/2018,0,86523,Diesel,Boîte automatique 9 rapports,12.0,204.0
Cupra FORMENTOR,46999.0,09/12/2020,0,9651,,,20.0,310.0
Peugeot 208,11499.0,08/04/2013,0,117299,Essence,Boîte manuelle 6 rapports,11.0,200.0
Peugeot 3008,20999.0,20/04/2017,0,75267,Diesel,Boîte automatique 6 rapports,6.0,120.0
Renault Clio 4,12999.0,13/07/2018,0,54253,Diesel,Boîte manuelle 5 rapports,5.0,90.0
Peugeot 308,15399.0,26/11/2019,0,92138,Diesel,Boîte manuelle 6 rapports,6.0,130.0
Citroën C3,13999.0,12/04/2019,0,49720,Essence,Boîte manuelle 5 rapports,4.0,82.0
Dacia Sandero,15999.0,18/06/2021,0,4911,Essence,Boîte manuelle 6 rapports,5.0,92.0
Dacia Duster,12699.0,21/10/2016,0,97050,Diesel,Boîte manuelle 6 rapports,6.0,110.0
Renault Captur,15499.0,24/09/2018,0,41960,Diesel,Boîte manuelle 5 rapports,5.0,90.0
Renault Twingo 3,12299.0,26/06/2020,0,15510,Essence,Boîte manuelle 5 rapports,4.0,75.0
Fiat 500,11999.0,13/04/2018,0,44825,Essence,Boîte manuelle 5 rapports,4.0,69.0
Volkswagen Polo,18599.0,22/02/2019,0,23295,Essence,Boîte automatique 7 rapports,5.0,95.0
Nissan Qashqai,20699.0,19/04/2019,0,53216,Essence,Boîte manuelle 6 rapports,8.0,160.0
Citroën C4 Cactus,16999.0,02/09/2020,0,34820,Essence,Boîte manuelle 6 rapports,5.0,110.0
Renault Clio 5,20699.0,29/09/2022,1,0,Essence,Boîte manuelle 6 rapports,5.0,91.0
Toyota Yaris,15599.0,22/12/2015,0,52797,Hybride essence,Boîte automatique 1 rapport,3.0,75.0
Renault Kadjar,19399.0,29/08/2019,0,19343,Essence,Boîte manuelle,,
Renault Zoé,14499.0,16/01/2017,0,18392,317 km,Électrique,,1.0
Volkswagen Golf 7,18799.0,14/08/2018,0,94663,Essence,Boîte manuelle 6 rapports,6.0,125.0
Peugeot 208 Nouvelle,19499.0,27/09/2022,0,15,Essence,Boîte manuelle 6 rapports,5.0,100.0
Citroën C3 Aircross,23199.0,28/02/2022,0,10,Diesel,Boîte manuelle,6.0,110.0
Ford Fiesta,14299.0,10/10/2018,0,30301,Essence,Boîte manuelle 6 rapports,5.0,100.0
Fiat 500X,15999.0,23/08/2018,0,7730,Essence,Boîte manuelle,,6.0
Peugeot 308 SW,19499.0,20/01/2017,0,73844,Essence,Boîte automatique 6 rapports,7.0,130.0
Peugeot 2008 Nouveau,29699.0,05/12/2022,1,0,Essence,Boîte automatique 8 rapports,7.0,130.0
Citroën C5 Aircross,34699.0,30/09/2022,1,0,Essence,Boîte automatique 8 rapports,7.0,131.0
Audi A3 Sportback,26999.0,21/06/2018,0,43550,Essence,Boîte automatique 7 rapports,8.0,150.0
Peugeot 5008,34799.0,10/06/2022,0,7674,Diesel,Boîte manuelle 6 rapports,7.0,130.0
Toyota C-HR,32999.0,17/06/2021,0,20779,Hybride essence,Boîte automatique 1 rapport,8.0,153.0
Mini Mini,22125.0,14/01/2020,0,31863,Essence,Boîte manuelle,7.0,136.0
Skoda Fabia,18699.0,05/10/2021,0,21863,Essence,Boîte manuelle,,4.0
Volkswagen Tiguan,25999.0,26/09/2016,0,108603,Diesel,Boîte automatique,8.0,150.0
Renault Captur Nouveau,17499.0,22/04/2020,0,45757,Essence,Boîte manuelle 5 rapports,5.0,100.0
Volkswagen T-Roc,28199.0,01/12/2021,0,5390,,,7.0,147.0
Citroën C4,26499.0,25/02/2021,0,8576,Essence,Boîte automatique 8 rapports,7.0,131.0
Citroën C3 Aircross Nouveau,18299.0,23/02/2022,0,13763,Essence,Boîte manuelle 6 rapports,6.0,110.0
DS DS3 CROSSBACK,28499.0,29/07/2021,0,18105,Essence,Boîte automatique 8 rapports,7.0,130.0
Jeep Renegade,28999.0,20/01/2022,0,930,Diesel,Boîte manuelle 6 rapports,7.0,130.0
Volkswagen Golf 8,28699.0,01/11/2021,0,4530,Essence,Boîte automatique,6.0,128.0
Citroën C4 Nouvelle,27499.0,16/08/2022,0,10008,Diesel,Boîte automatique 8 rapports,7.0,131.0
Mercedes Classe A,42434.0,14/01/2021,0,6023,Diesel,Boîte automatique,10.0,190.0
DS DS7 CROSSBACK,36699.0,11/02/2020,0,28434,Diesel,Boîte automatique 8 rapports,9.0,180.0
Skoda Kamiq,27039.0,23/11/2021,0,17624,Essence,Boîte automatique,,5.0
Volkswagen T-Cross,30004.0,21/04/2022,0,5900,,,6.0,110.0
Ford Kuga,32408.0,17/02/2022,0,10,Essence,Boîte manuelle,8.0,150.0
Peugeot 508,32699.0,30/10/2020,0,28360,Hybride essence rechargeable,Boîte automatique 8 rapports,10.0,180.0
Opel Mokka,31199.0,31/05/2022,1,0,Essence,Boîte automatique 8 rapports,7.0,130.0
Mercedes Classe B,33599.0,24/09/2019,0,30341,Essence,Boîte automatique,,8.0
Kia Xceed,30099.0,01/09/2021,0,31915,Micro-hybride diesel,Boîte automatique,,7.0
Jeep Compass,36384.0,07/02/2022,0,10,Essence,Boîte automatique,8.0,150.0
BMW X1,42915.0,25/04/2022,0,5811,Diesel,Boîte automatique,8.0,150.0
Skoda Octavia,34954.0,24/08/2021,0,23108,Essence,Boîte manuelle,,14.0
Peugeot 308 Nouvelle,37499.0,05/05/2022,0,2819,Hybride essence rechargeable,Boîte automatique 8 rapports,10.0,150.0
Seat Ateca,35899.0,15/09/2022,1,0,Essence,Boîte automatique,8.0,150.0
Renault MASTER FOURGON,41199.0,10/11/2022,1,0,Diesel,Boîte manuelle 6 rapports,8.0,150.0
Audi Q3 Sportback,54999.0,01/05/2021,0,8005,Hybride essence rechargeable,Boîte automatique,14.0,241.0
Peugeot 108,12499.0,24/01/2019,0,15657,Essence,Boîte manuelle 5 rapports,4.0,72.0
Citroën Berlingo,17599.0,21/01/2016,0,64266,Diesel,Boîte manuelle 6 rapports,6.0,120.0
Mini Countryman,16999.0,20/03/2014,0,92067,Bio éthanol / Essence,Boîte automatique 6 rapports,8.0,122.0
Volkswagen Golf 7,19999.0,10/10/2016,0,18202,Essence,Boîte automatique 7 rapports,6.0,125.0
Citroën GRAND C4 SPACETOURER,19299.0,31/05/2019,0,60025,Diesel,Boîte manuelle 6 rapports,6.0,130.0
Seat Leon,22999.0,24/06/2019,0,38732,Essence,Boîte automatique 7 rapports,7.0,150.0
Mercedes GLC,36299.0,09/03/2017,0,100294,Diesel,Boîte automatique,,11.0
Peugeot 208,11999.0,22/01/2019,0,25391,Essence,Boîte manuelle 5 rapports,4.0,68.0
Peugeot 3008,20999.0,30/01/2017,0,72766,Essence,Boîte manuelle 6 rapports,7.0,130.0
Peugeot 2008,13999.0,03/05/2016,0,65856,Diesel,Boîte manuelle 5 rapports,5.0,100.0
Renault Clio 4,12999.0,26/12/2017,0,54837,Essence,Boîte manuelle 5 rapports,5.0,90.0
Peugeot 308,15499.0,25/06/2018,0,77286,Essence,Boîte manuelle 6 rapports,6.0,130.0
Citroën C3,14099.0,30/10/2018,0,30948,Essence,Boîte manuelle,,4.0
Dacia Sandero,17499.0,06/06/2022,0,222,Essence,Boîte manuelle 6 rapports,5.0,92.0
Renault Captur,17499.0,03/04/2018,0,26177,Essence,Boîte automatique 6 rapports,6.0,120.0
Renault Twingo 3,12599.0,08/06/2020,0,19765,Essence,Boîte manuelle 5 rapports,4.0,75.0
Fiat 500,12499.0,30/06/2017,0,43449,Essence,Boîte manuelle 5 rapports,4.0,85.0
Nissan Qashqai,20799.0,27/08/2019,0,55134,Diesel,Boîte manuelle 6 rapports,6.0,115.0
Volkswagen Polo,19499.0,27/02/2019,0,27365,Diesel,Boîte automatique 7 rapports,5.0,95.0
Citroën C4 Cactus,17299.0,17/01/2020,0,33298,Essence,Boîte manuelle,5.0,110.0
Renault Clio 5,21199.0,01/12/2022,1,0,GPL,Boîte manuelle 6 rapports,5.0,91.0
Renault Zoé,14299.0,26/09/2019,0,37789,317 km,Électrique,,1.0
Volkswagen Golf 7,19299.0,06/05/2019,0,39185,Essence,Boîte manuelle 6 rapports,6.0,115.0
Peugeot 208 Nouvelle,18499.0,21/02/2020,0,39804,Essence,Boîte manuelle 6 rapports,5.0,100.0
Citroën C4,26299.0,30/07/2021,0,20845,Essence,Boîte automatique 8 rapports,8.0,155.0
Citroën C3 Aircross Nouveau,19499.0,08/06/2022,0,9792,Essence,Boîte manuelle 6 rapports,6.0,110.0
DS DS3 Crossback,28999.0,13/04/2020,0,25669,Essence,Boîte automatique,,8.0
